Index,Mad_A,Mad_B,Mad_G,Sal_J,Esc_Q,Sev_R,Phil_U,Sev_Z,Chapitre, Type, Conserver, Revoir,Mad_A,Mad_B,Mad_G,Sal_J,Esc_Q,Sev_R,Phil_U,Sev_Z,Notes
245,artes,artes,artes,artes,artes,armas,armas,artes,2,traduction,Oui, Non,1,1,1,1,1,2,2,1,
246,sus,sus,sus,sus,sus,sus,las,sus,2,traduction,Non, Non,1,1,1,1,1,1,2,1,
247,Commo,commo,commo,como,como,con,commo,Como,2,traduction,Non, Non,2,2,2,2,2,1,2,2,
248,en,en,en,en,en,con,en,en,2,traduction,Non, Non,1,1,1,1,1,2,1,1,
249,ardideza,ardideza,ardideza,ardideza,cadudeza,ardideza,ardideza,ardideza,2,traduction,Non, Non,2,2,2,2,1,2,2,2,
250,algunas,algunas,algunas,algunas,algunas,algunas,estas,algunas,2,traduction,Non, Non,1,1,1,1,1,1,2,1,
251,a,para,a,a,para,a,a,a,2,traduction,Non, Non,2,1,2,2,1,2,2,2,
252,artes,tierras,artes,artes,tierras,artes,artes,artes,2,traduction,Non, Non,2,1,2,2,1,2,2,2,
253,tomar,conpartir,tomar,tomar,conplir,tomar,tomar,tomar,2,traduction,Oui, Non,1,2,1,1,3,1,1,1,
254,los,los,los,los,los,los,les,los,2,traduction,Non, Non,1,1,1,1,1,1,2,1,
255,lid,lid,lid,lit,lid,lidiar,lidiar,lid,2,traduction,Non, Non,2,2,2,2,2,1,1,2,
256,ferreros,armeros,ferreros,ferreros,armeros,ferreros,ferreros,ferreros,2,traduction,Oui, Non,2,1,2,2,1,2,2,2,
257,ø,que,ø,ø,que,ø,ø,espaderos,2,traduction,Non, Non,0,1,0,0,1,0,0,2,
258,lid,lid,lid,lit,lid,lidiar,lidiar,lid,2,traduction,Non, Non,2,2,2,2,2,1,1,2,
259,E,Mas,Et,E,Mas,Mas,Mas,E,2,glose,Non, Non,2,1,3,2,1,1,1,2,
260,mostradas,mostradas,mostradas,mesuradas,mostradas,mostradas,mostradas,mostradas,2,glose,Oui, Non,1,1,1,2,1,1,1,1,
261,han,han,an,han,han,quieren,quieren,han,2,glose,Oui, Non,1,1,1,1,1,2,2,1,
262,aprender,aprender,aprender,aprender,aprender,deprender,aprender,aprender,2,glose,Non, Non,1,1,1,1,1,2,1,1,
263,al,ø,al,ø,el,ø,ø,al,2,glose,Non, Non,1,0,1,0,2,0,0,1,
264,ø,vi,ø,ø,vi,ø,v°,ø,2,glose,Non, Non,0,1,0,0,1,0,2,0,
265,caualleria,,cavallería,cavallería,cavallería,lid,cavallerías,caualleria,2,glose,Non, Non,1,1,1,1,1,3,2,1,
266,lid,lid,lid,lid,lid,cavallería,lid,lid,2,glose,Non, Non,1,1,1,1,1,2,1,1,
267,dize,dize,dize,dize,dize,dize,dize,cuenta,2,glose,Non, Non,1,1,1,1,1,1,1,2,
268,E,Et,Et,E,e,Ca,e,E,2,glose,Non, Non,2,3,3,2,2,1,2,2,
269,ø,ø,ø,ø,ø,arte,cavallería,ø,2,glose,Non, Non,0,0,0,0,0,2,1,0,
270,ø,ø,ø,ø,ø,de,e,ø,2,glose,Non, Non,0,0,0,0,0,1,2,0,
271,del,del,de,del,del,la,desta,del,2,glose,Non, Non,2,2,3,2,2,4,1,2,
272,arte,arte,arte,arte,arte,cavallería,arte,arte,2,glose,Non, Non,1,1,1,1,1,2,1,1,
273,comenco,començó,començó,començó,encomençó,començó,començó,començo,2,glose,Non, Non,1,1,1,1,2,1,1,1,
274,contra,contra,contra,contra,con,contra,contra,contra,2,glose,Non, Non,2,2,2,2,1,2,2,2,
275,sienpre,syenpre,sienpre,sienpre,señores,sienpre,syenpre,siempre,2,glose,Oui, Non,2,2,2,2,1,2,2,2,
276,veno,vino,veno,veno,fue,veno,venía,vino,2,glose,Non, Non,1,1,1,1,3,1,2,1,
277,desto,desto,deste,desto,desto,Desto,Desta,desto,2,glose,Non, Non,4,4,1,4,4,2,3,4,
278,trogo,Trogo,Trogo,Trogo,Trogo,Trogo,Trego,Trogo,2,glose,Non, Non,2,2,2,2,2,2,1,2,
279,enel,en,en,en,en,en,en,en,2,glose,Non, Non,2,1,1,1,1,1,1,1,
280,onzeno,xi,honzeno,xi°,xi,xvi°,xvi°,onzeno,2,glose,Non, Non,2,2,3,4,2,1,1,2,
281,esta,esta,esta,esta,esta,aquesta,esta,esta,2,glose,Non, Non,1,1,1,1,1,2,1,1,
282,primera,primera,primera,primera,primera,prima,primera,primera,2,glose,Non, Non,1,1,1,1,1,2,1,1,
283,por,con,por,con,con,con,con,por,2,glose,Non, Non,2,1,2,1,1,1,1,2,
284,omme,omne,omne,omne,omne,omne,de,omme,2,glose,Non, Non,2,2,2,2,2,2,1,2,
285,mas,nin,mas,mas,nin,mas,mas,mas,2,glose,Non, Non,2,1,2,2,1,2,2,2,
286,sesenta,lx,sesenta,sessenta,treynta,sesenta,sesenta,sesenta,2,glose,Non, Non,1,1,1,2,3,1,1,1,
287,anos,años,años,años,años,años,años,años,2,glose,Non, Non,2,1,1,1,1,1,1,1,
288,veye,veýe,veýa,via,veýa,veýa,vía,veya,2,glose,Non, Non,2,2,2,1,2,2,1,2,
289,ordenada,ordenada,ordenada,ordenada,ordenada,armada,armada,ordenada,2,glose,Oui, Non,1,1,1,1,1,2,2,1,
290,tenia,avié,tenía,tenía,avía,avía,avía,tenia,2,glose,Oui, Non,3,1,3,3,2,2,2,3,
291,pies,pies,pies,pies,pies,bienes,pies,pies,2,glose,Oui, Non,1,1,1,1,1,2,1,1,
292,la,la,la,la,la,la,al,la,2,glose,Non, Non,1,1,1,1,1,1,2,1,
293,vençedor,vençedor,vençedor,vençedor,vençedor,vençedor,vençedor,vencidor,2,glose,Non, Non,1,1,1,1,1,1,1,2,
294,auentura,aventura,aventura,aventura,aventura,ventura,aventura,auentura,2,glose,Non, Non,1,1,1,1,1,2,1,1,
295,otros,otros,otros,otros,otros,omnes,omnes,otros,2,glose,Non, Non,1,1,1,1,1,2,2,1,
296,bien,bien,bien,buen,bien,bien,bien,bien,2,glose,Non, Non,1,1,1,2,1,1,1,1,
297,desta,desta,desta,desta,desta,della,desta,desta,2,glose,Non, Non,1,1,1,1,1,2,1,1,
298,para,por,para,por,por,por,por,para,2,glose,Non, Non,2,1,2,1,1,1,1,2,
299,e,o,e,e,o,e,e,e,2,glose,Non, Non,2,1,2,2,1,2,2,2,
300,caualleros,cavalleros,cavalleros,cavalleros,cavalleros,cavalleros,cavallos,caualleros,2,glose,Oui, Non,2,2,2,2,2,2,1,2,
301,suso,suso,sus,suso,suso,suso,suso,suso,2,glose,Non, Non,1,1,2,1,1,1,1,1,
302,a,a,a,a,a,a,ca,a,2,glose,Non, Non,1,1,1,1,1,1,2,1,
303,E,Ca,Et,E,e,Et,e,E,2,glose,Non, Non,2,1,3,2,2,3,2,2,
304,dellos,dellos,dellos,dellos,dellos,,dellos,dellos,2,glose,Non, Non,1,1,1,1,1,2,1,1,
305,cometan,cometan,cometan,acometan,acometan,acometan,acometan,cometan,2,glose,Non, Non,2,2,2,1,1,1,1,2,
306,ella,ella,ella,ella,ella,ella,ello,ella,2,glose,Non, Non,1,1,1,1,1,1,2,1,
307,apareio,aparejo,apajo,aparejo,aparejo,aparejo,aparejo,aparejo,2,glose,Non, Non,2,1,1,1,1,1,1,1,
308,este,este,este,este,este,este,está,este,2,glose,Non, Non,1,1,1,1,1,1,2,1,
309,aparado,aparado,aparejo,apurado,aparado,aparejado,aparejado,aparado,2,glose,Non, Non,4,4,1,3,4,2,2,4,
310,apareio,aparejado,aparejamiento,aparejo,aparejado,aparejo,aparezejo,aparejo,2,glose,Non, Non,1,4,2,1,4,1,3,1,
311,o,e,e,o,e,o,o,o,2,glose,Non, Non,2,1,1,2,1,2,2,2,
312,despensas,espensas,despensas,espensas,espensas,despensas,despensas,despensas,2,glose,Non, Non,2,1,2,1,1,2,2,2,
313,ora,hora,ora,ora,ora,ora,otra,hora,2,glose,Non, Non,1,1,1,1,1,1,2,1,
314,de,de,de,de,de,del,de,de,2,glose,Non, Non,1,1,1,1,1,2,1,1,
315,que,que,que,que,ø,et,que,que,2,glose,Non, Non,2,2,2,2,0,1,2,2,
316,ponerse,ponerse,ponerse,ponerse,ø,ponerse,poner,ponerse,2,glose,Non, Non,2,2,2,2,0,2,1,2,
317,que,que,que,que,e,que,que,que,2,glose,Non, Non,2,2,2,2,1,2,2,2,
318,lo,le,lo,los,lo,lo,lo,lo,2,glose,Non, Non,2,1,2,3,2,2,2,2,
319,officio,Ofiçio,ofiçio,ofiçio,ofiçio,ofiçio,ofiçio,oficio,2,glose,Non, Non,2,1,2,2,2,2,2,2,
320,los,muchos,los,los,muchos,los,los,los,2,glose,Non, Non,2,1,2,2,1,2,2,2,
321,lidiadores,lidiadores,lidiadores,lidiadores,lidiadores,lidiadores,non,lidiadores,2,glose,Non, Non,1,1,1,1,1,1,2,1,
322,flaqueza,flaqueza,franqueza,flaqueza,flaqueza,flaqueza,flaqueza,flaqueza,2,glose,Oui, Non,1,1,2,1,1,1,1,1,
323,nin,nin,nin,nin,mas,nin,nin,ni,2,glose,Non, Non,2,2,2,2,1,2,2,2,
324,tomar,tomar,tomar,tomar,tomar,tomar,tornar,tomar,2,glose,Oui, Non,1,1,1,1,1,1,2,1,
325,de,del,del,de,del,de,de,del,2,glose,Non, Non,2,1,1,2,1,2,2,1,
326,desmesurada,desmesurada,desmesurada,desmesurada,desmesurada,desordenada,desordenada,desmesurada,2,glose,Oui, Non,1,1,1,1,1,2,2,1,
327,el,a,al,al,a,al,al,el,2,glose,Non, Non,3,1,2,2,1,2,2,3,
328,e,e,e,e,o,e,e,e,2,glose,Non, Non,2,2,2,2,1,2,2,2,
329,e,e,e,e,o,e,e,e,2,glose,Non, Non,2,2,2,2,1,2,2,2,
330,reyes,rreyes,reyes,rayos,ø,rreyes,reyes,reyes,2,glose,Oui, Non,1,1,1,2,0,1,1,1,
331,todo,todo,todo,todo,todo,canpo,canpo,todo,2,glose,Non, Non,1,1,1,1,1,2,2,1,
332,temer,temer,temer,temer,temer,temer,tener,temer,2,glose,Oui, Non,1,1,1,1,1,1,2,1,
333,e,e,e,e,e,e,o,e,2,glose,Non, Non,1,1,1,1,1,1,2,1,
334,les,les,les,les,las,les,les,les,2,glose,Non, Non,2,2,2,2,1,2,2,2,
335,ø,ø,ø,quales,ø,que,ø,ø,2,glose,Non, Non,0,0,0,2,0,1,0,0,
336,ø,ø,ø,se,ø,les,ø,ø,2,glose,Non, Non,0,0,0,1,0,2,0,0,
337,ø,ø,ø,quier,ø,cuentan,ø,ø,2,glose,Non, Non,0,0,0,2,0,1,0,0,
338,començar,començar,començar,començar,començar,començar,cometer,començar,2,glose,Oui, Non,1,1,1,1,1,1,2,1,
339,guerras,guerras,guerras,nueuas,guerras,guerras,guerras,guerras,2,glose,Oui, Non,1,1,1,2,1,1,1,1,
340,quinto,v°,v°,quinto,quinto,quinto,v°,v,2,glose,Non, Non,1,2,2,1,1,1,2,2,
341,vsadas,usadas,usadas,usadas,guisadas,usadas,usadas,vsadas,2,glose,Oui, Non,2,2,2,2,1,2,2,2,
342,por,por,por,por,por,por,porque,por,2,glose,Non, Non,1,1,1,1,1,1,2,1,
343,que,que,que,E,que,que,que,que,2,glose,Non, Non,1,1,1,2,1,1,1,1,
344,entorpescan,,entorpescan,entorpescan,entorpezca,entorpesca,entorpezca,entorpezcan,2,glose,Non, Non,4,5,4,4,1,3,1,2,
345,officio,ofiçio,ofiçio,ofiçio,ofiçio,ofiçio,ofiçio,officio,2,glose,Non, Non,2,1,1,1,1,1,1,2,
346,venga,vengan,venga,venga,venga,vengan,vengan,venga,2,glose,Non, Non,1,2,1,1,1,2,2,1,
347,amonestarlos,amonestarlos,amonestarlos,amonestarlos,amonestarlos,amonestarles,amonestarlos,amonestarlos,2,glose,Non, Non,1,1,1,1,1,2,1,1,
348,en,en,en,en,a,en,en,en,2,glose,Non, Non,2,2,2,2,1,2,2,2,
349,e,o,e,e,ø,et,e,e,2,glose,Non, Non,1,3,1,1,0,2,1,1,
350,seteno,vii°,vii°,vii°,vii°,sétimo,vii°,vij,2,glose,Non, Non,1,3,3,3,3,2,3,2,
351,los,los,os,los,los,los,los,los,2,glose,Non, Non,1,1,2,1,1,1,1,1,
352,primeros,primeros,primeros,primeros,primeros,primero,primeros,primeros,2,glose,Non, Non,1,1,1,1,1,2,1,1,
353,cometedores,acometedores,cometedores,cometedores,acometedores,acometedores,acometedores,cometedores,2,glose,Non, Non,2,1,2,2,1,1,1,2,
354,dellos,de,de,de,de,de,de,de,2,glose,Non, Non,2,1,1,1,1,1,1,1,
355,caer,caher,caer,caer,caer,traer,caer,caer,2,glose,Oui, Non,1,1,1,1,1,2,1,1,
356,afincados,afyncados,afyncados,afincados,afincados,afyncados,afincados,afincados,2,glose,Non, Non,1,2,2,1,1,2,1,1,
357,los,los,los,los,los,les,los,los,2,glose,Non, Non,1,1,1,1,1,2,1,1,
358,acorrer,acorrer,acorrer,acorrer,correr,acorrer,acorrer,acorrer,2,glose,Non, Non,2,2,2,2,1,2,2,2,
359,ochauo,viii°,viii°,viii°,viii°,octavo,viii°,viij,2,glose,Non, Non,1,2,2,2,2,2,2,2,
360,officio,ofiçio,ofiçio,ofiçio,ofiçio,ofiçio,ofiçio,officio,2,glose,Non, Non,2,1,1,1,1,1,1,2,
361,ouieren,ovieren,ovieren,ovieren,bieren,ovieren,oviere,ouieren,2,glose,Non, Non,3,3,3,3,1,3,2,3,
362,dellos,de,de,de,de,ø,de,de,2,glose,Non, Non,2,1,1,1,1,0,1,1,
363,auer,aver,aver,aver,aver,averlos,aver,auer,2,glose,Non, Non,3,2,2,2,2,1,2,3,
364,subiectos,subjetos,subgebtos,súbditos,sojebtos,sujeptos,subjectos,subiectos,2,glose,Non, Non,1,1,1,2,1,1,1,1,
365,noueno,ix°,ix°,ix°,ix,noveno,ix°,.ix.,2,glose,Non, Non,2,1,1,1,1,2,1,1,
366,offiçio,ofiçio,ofiçio,ofiçio,ofiçio,,ofiçio,officio,2,glose,Non, Non,1,1,1,1,1,1,1,1,
367,a,a,a,a,a,de,a,a,2,glose,Non, Non,1,1,1,1,1,2,1,1,
368,virtud,virtud,victoria,virtut,virtud,virtud,virtud,virtud,2,glose,Non, Non,1,1,2,1,1,1,1,1,
369,dicho,de,dicho,dicho,fecho,dicho,dicho,dicho,2,glose,Non, Non,3,2,3,3,1,3,3,3,
370,do,do,do,do,do,Do,do,Do,2,glose,Non, Non,1,1,1,1,1,2,1,2,
371,aducho,aderecho,aducho,leuado,aderecho,aducho,aducho,aducho,2,glose,Non, Non,3,2,3,1,2,3,3,3,
372,enbiaronlo,enbiáronle,enbiaronlo,enbiaronlo,enbiaronlo,enbiaronlo,enbiaron,embiaronlo,2,glose,Non, Non,2,1,2,2,2,2,3,2,
373,fuese,fuese,fuese,fuese,fuese,fiziese,fiziese,fuesse,2,glose,Oui, Non,3,3,3,3,3,2,2,1,
374,tornase,torrnase,tornase,tornasse,tornase,tomase,tornase,tornasse,2,glose,Oui, Non,2,2,2,2,2,1,2,2,
375,enel,en,ø,en,en,ø,ø,en,2,glose,Non, Non,2,1,0,1,1,0,0,1,
376,conseio,concejo,ø,consejo,consejo,ø,ø,consejo,2,glose,Non, Non,1,2,0,1,1,0,0,1,
377,quando,quandol,quando,quando,quando,quando,quando,quando,2,glose,Non, Non,1,2,1,1,1,1,1,1,
378,antigos,amigos,amigos,amigos,amigos,amigos,amigos,amigos,2,glose,Oui, Non,2,1,1,1,1,1,1,1,
379,e,e,Et,E,mas,Et,e,e,2,glose,Non, Non,2,2,3,2,1,3,2,2,
380,tornar,tornar,tornar,tornar,tomar,tornar,tornar,tornar,2,glose,Oui, Non,2,2,2,2,1,2,2,2,
381,do,do,do,do,do,ø,do,que,3,,Non, Non,2,2,2,2,2,0,2,1,
382,muestra,muestra,muestra,muestra,muestra,ø,muestra,demuestra,3,,Non, Non,1,1,1,1,1,0,1,2,
383,de,e,de,de,de,de,de,de,3,,Non, Non,1,2,1,1,1,1,1,1,
384,acostunbrar,acostunbrar,acostunbrar,acostunbrar,costunbrar,acostunbrar,acostunbrar,acostunbrar,3,,Non, Non,2,2,2,2,1,2,2,2,
385,de,de,de,de,de,de,dellas,de,3,,Non, Non,1,1,1,1,1,1,2,1,
386,ø,ø,ø,ø,en,ø,Saber,ø,3,traduction,Non, Non,0,0,0,0,2,0,1,0,
387,ø,ø,ø,ø,conosçer,notar,devedes,ø,3,traduction,Non, Non,0,0,0,0,2,3,1,0,
388,comencamos,començamos,començan,,començamos,començamos,començamos,començamos,3,traduction,Non, Non,3,1,2,3,1,1,1,1,
389,con,en,con,en,con,con,con,con,3,traduction,Non, Non,1,2,1,2,1,1,1,1,
390,al,a,al,a,a,a,a,al,3,traduction,Non, Non,2,1,2,1,1,1,1,2,
391,rey,rrey,rey,rey,que,rrey,rey,rey,3,traduction,Non, Non,1,1,1,1,2,1,1,1,
392,Conujene,deve,conviene,deve,deve,deve,deve,conuiene,3,traduction,Non, Non,2,1,2,1,1,1,1,2,
393,del,de,del,del,del,de,de,del,3,traduction,Non, Non,1,2,1,1,1,2,2,1,
394,lidiar,lidiar,lidiar,lidiar,lidiar,lid,lidiar,lidiar,3,traduction,Non, Non,1,1,1,1,1,2,1,1,
395,Ca,Et,Ca,Ca,e,ca,Ca,Ca,3,traduction,Non, Non,1,2,1,1,3,1,1,1,
396,el,el,el,el,quel,el,el,el,3,traduction,Non, Non,2,2,2,2,1,2,2,2,
397,porque,porque,porque,porque,porquel,porque,porquel,porque,3,traduction,Non, Non,2,2,2,2,1,2,1,2,
398,del,del,del,del,del,del,de,del,3,traduction,Non, Non,1,1,1,1,1,1,2,1,
399,aprehender,aprender,aprender,aprender,aprender,aprender,aprender,aprender,3,traduction,Non, Non,2,1,1,1,1,1,1,1,
400,a,de,a,a,de,a,a,a,3,traduction,Non, Non,2,1,2,2,1,2,2,2,
401,del,del,del,del,del,de,de,del,3,traduction,Non, Non,1,1,1,1,1,2,2,1,
402,al,el,al,al,el,el,el,al,3,traduction,Non, Non,2,1,2,2,1,1,1,2,
403,o,o,o,o,o,o,e,o,3,traduction,Non, Non,1,1,1,1,1,1,2,1,
404,del,del,del,del,del,del,de,del,3,traduction,Non, Non,1,1,1,1,1,1,2,1,
405,Ca,Ca,Ca,Ca,Ca,Et,E,Ca,3,traduction,Non, Non,1,1,1,1,1,2,3,1,
406,grant,grant,grant,grant,grant,grande,grave,grand,3,traduction,Non, Non,1,1,1,1,1,1,2,1,
407,del,del,del,del,del,de,de,del,3,traduction,Non, Non,1,1,1,1,1,2,2,1,
408,el,el,el,al,el,el,el,el,3,traduction,Non, Non,1,1,1,2,1,1,1,1,
409,aquellas,las,aquellas,aquellas,las,aquellas,aquellas,aquellas,3,traduction,Non, Non,2,1,2,2,1,2,2,2,
410,lid,lid,lyd,lid,lid,lidiar,lidiar,lid,3,traduction,Oui, Non,1,1,2,1,1,3,3,1,
411,vsar,usar,usar,usar,usar,usar,usar,vsar,3,traduction,Non, Non,2,1,1,1,1,1,1,2,
412,pueden,pueden,pueden,pueden,pueden,pueden,deven,pueden,3,traduction,Oui, Non,1,1,1,1,1,1,2,1,
413,los,los,los,los,los,los,dos,los,3,traduction,Non, Non,1,1,1,1,1,1,2,1,
414,biuos,bivos,bivos,biuos,bivos,despiertos,bivos,biuos,3,traduction,Oui, Non,2,2,2,2,2,1,2,2,
415,despiertos,despiertos,despiertos,despiertos,despiertos,bivos,despiertos,despiertos,3,traduction,Oui, Non,1,1,1,1,1,2,1,1,
416,corcobados,encorvados,corcobados,coruados,enclinados,corcobados,corvados,corcobados,3,traduction,Oui, Non,4,1,4,2,3,4,2,4,
417,e,nin,nin,nin,nin,nin,nin,e,3,traduction,Non, Non,2,1,1,1,1,1,1,2,
418,ynclinados,inclinados,inclinados,inclinados,encorvados,ynclinados,ynclinados,inclinados,3,traduction,Oui, Non,2,2,2,2,1,2,2,2,
419,Ca,Ca,Ca,ca,ca,Ca,e,ca,3,traduction,Non, Non,1,1,1,1,1,1,2,1,
420,conosçenlos,conosçen,conosçen,conoçen,conoçe,conosçen,conosçen,conoscen,3,traduction,Non, Non,1,3,3,3,2,3,3,3,
421,conosçerlos,conosçerlos,conosçerlos,conoçerlos,conosçerlos,conosçer,conoçerlos,conoscerlos,3,traduction,Non, Non,2,2,2,2,2,1,2,2,
422,carnes,carnes,carnes,carnes,caras,carnes,carnes,carnes,3,traduction,Oui, Non,2,2,2,2,1,2,2,2,
423,enel,en,en,en,en,en,en,en,3,traduction,Non, Non,2,1,1,1,1,1,1,1,
424,ochauo,viii°,ochavo,viij°,viii°,viii°,viii°,octauo,3,traduction,Non, Non,2,1,1,1,1,1,1,1,
425,del,de,del,del,del,de,de,del,3,traduction,Non, Non,1,2,1,1,1,2,2,1,
426,aprender,aprender,aprender,prender,aprender,aprender,aprender,aprender,3,traduction,Non, Non,1,1,1,2,1,1,1,1,
427,philosopho,philósopho,philósopho,philósopho,filósofo,poeta,poeta,philosopho,3,traduction,Oui, Non,1,1,1,1,1,2,2,1,
428,enel,en,en,en,en,en,en,en,3,traduction,Non, Non,2,1,1,1,1,1,1,1,
429,de,del,del,del,del,del,del,del,3,traduction,Non, Non,2,1,1,1,1,1,1,1,
430,Ca,en,Ca,Ca,en,Ca,Ca,Ca,3,traduction,Non, Non,2,1,2,2,1,2,2,2,
431,duras,rrezias,duras,duras,rrezias,duras,duras,duras,3,traduction,Non, Non,2,1,2,2,1,2,2,2,
432,nervios,mienbros,nervios,neruios,mienbros,nervios,nervios,neruios,3,traduction,Oui, Non,1,2,1,1,2,1,1,1,
433,bracos,braços,braços,braços,braços,braços,,braços,3,traduction,Non, Non,2,1,1,1,1,1,2,1,
434,meiores,menester,mejores,mejores,menester,mejores,mejores,mejores,3,traduction,Non, Non,2,1,2,2,1,2,2,2,
435,lid,lid,lid,lit,lid,lidiar,lid,lid,3,traduction,Non, Non,1,1,1,1,1,2,1,1,
436,canes,leones,,canes,leones,leones,leones,canes,3,traduction,Oui, Non,2,1,2,2,1,1,1,2,
437,les,les,les,los,les,les,les,les,3,traduction,Non, Non,1,1,1,2,1,1,1,1,
438,onde,Onde,Onde,Onde,Onde,Onde,Onde,Onde,3,traduction,Non, Non,2,1,1,1,1,1,1,1,
439,despiertos,despyertos,despiertos,despiertos,espiertos,despiertos,despiertos,despiertos,3,traduction,Non, Non,1,3,1,1,2,1,1,1,
440,nerujos,mienbros,nervios,neruios,mienbros,nervios,nervios,neruios,3,traduction,Non, Non,1,2,1,1,2,1,1,1,
441,luengos,duros,luengos,luengos,duros,luengos,luengos,luengos,3,traduction,Oui, Non,2,1,2,2,1,2,2,2,
442,condiciones,condiçiones,condiçiones,condiçiones,cosas,condiçiones,condiçiones,condiciones,3,glose,Oui, Non,2,2,2,2,1,2,2,2,
443,almas,almas,armas,almas,almas,almas,almas,almas,3,glose,Oui, Non,1,1,2,1,1,1,1,1,
444,ø,dererchas,ø,ø,dichas,muchas,muchas,ø,3,glose,Non, Non,0,3,0,0,2,1,1,0,
445,mucho,muchos,muchos,muchos,muchos,muchos,otros,muchos,3,glose,Non, Non,3,2,2,2,2,2,1,2,
446,nin,e,nin,nin,nin,nin,nin,ni,3,glose,Non, Non,1,2,1,1,1,1,1,1,
447,Ca,ca,Ca,ca,que,ca,ca,Ca,3,glose,Non, Non,1,1,1,1,2,1,1,1,
448,cuando,quando,quando,quando,quando,quando,quando,quando,3,glose,Non, Non,2,1,1,1,1,1,1,1,
449,carniça,carniza,carniça,carniça,carniça,comer,comer,carniça,3,glose,Oui, Non,2,2,2,2,2,1,1,2,
450,desalados,desalados,desalados,desolados,desalados,desalados,desalados,desalados,3,glose,Non, Non,1,1,1,2,1,1,1,1,
451,conuieneles,conviéneles,conviéneles,conviéneles,conviéneles,les,conviéneles,conuieneles,3,glose,Non, Non,2,2,2,2,2,1,2,2,
452,de,de,de,de,de,conviene,de,de,3,glose,Non, Non,1,1,1,1,1,2,1,1,
453,de,de,e,de,de,de,de,de,3,glose,Non, Non,1,1,2,1,1,1,1,1,
454,delicamientos,delicamientos,delicamientos,delicamientos,deleytamiento,delicamientos,delicamientos,delicamientos,3,glose,Oui, Non,2,2,2,2,1,2,2,2,
455,para,que,para,para,que,que,que,para,3,glose,Non, Non,2,1,2,2,1,1,1,2,
456,a,en,a,a,a,en,en,a,3,glose,Non, Non,1,2,1,1,1,2,2,1,
457,sse,se,se,se,se,se,se,se,3,glose,Non, Non,2,1,1,1,1,1,1,1,
458,baxasen,abaxasen,abaxasen,abaxasen,abaxasen,abaxasen,abaxasen,abaxassen,3,glose,Non, Non,3,1,1,1,1,1,1,2,
459,quinta,quinta,v°,quinta,v°,quinta,v°,quinta,3,glose,Non, Non,2,2,1,2,1,2,1,2,
460,conpreendelos,conprehéndelos,conprehéndelos,conprehéndelos,conprehéndelos,conprehéndeles,conprehéndelos,conprehendelos,3,glose,Non, Non,3,1,1,1,1,2,1,3,
461,sesta,vi°,vi°,vj°,vi°,sesta,vi°,sesta,3,glose,Non, Non,1,2,2,2,2,1,2,1,
462,mueuan,muevan,buelvan,muevan,muevan,muevan,muevan,mueuan,3,glose,Non, Non,1,1,2,1,1,1,1,1,
463,riesgos,rriesgos,griesgos,riesgos,griesgos,rriesgos,riesgo,riesgos,3,glose,Oui, Non,1,1,2,1,2,1,3,1,
464,nin,e,nin,nin,e,nin,nin,ni,3,glose,Non, Non,1,2,1,1,2,1,1,1,
465,esto,esto,esto,esto,esto,esto,todo,esto,3,glose,Non, Non,1,1,1,1,1,1,2,1,
466,e,e,e,o,e,e,e,e,3,glose,Non, Non,1,1,1,2,1,1,1,1,
467,desfaze,desfaze,desfaze,deffaze,faze,desfaze,desfaze,desfaze,3,glose,Non, Non,1,1,1,1,2,1,1,1,
468,señor,señor,señor,Monseñor,señor,señor,Señor,señor,3,glose,Non, Non,2,2,2,1,2,2,2,2,
469,setena,vii°,vii°,vij°,vii°,séptima,vii°,setena,3,glose,Non, Non,2,2,2,2,2,1,2,2,
470,presuntuosos,presunptuosos,presuntuosos,presuntuosos,presuntuosos,presurosos,presuntuosos,presumtuosos,3,glose,Oui, Non,2,3,2,2,2,1,2,2,
471,por,por,porque,porque,ø,porque,por,porque,3,glose,Non, Non,2,2,1,1,0,1,2,1,
472,nin,ø,nin,nin,ø,nin,e,ni,3,glose,Non, Non,1,0,1,1,0,1,2,1,
473,a,e,e,e,e,e,e,e,3,glose,Non, Non,2,1,1,1,1,1,1,1,
474,quinto,v°,quinto,v°,v°,quinto,v°,quinto,3,glose,Non, Non,2,1,2,1,1,2,1,2,
475,los,capítulo,los,ø,capítulo,capítulo,capítulo,los,3,glose,Non, Non,2,1,2,0,1,1,1,2,
476,doze,ø,xii,ø,xii,ø,ø,doze,3,glose,Non, Non,2,0,1,0,1,0,0,2,
477,enxemplo,enxenplo,enxenplo,en,exenplo,enxenplos,enxenplo,enxemplo,3,glose,Non, Non,3,3,3,2,3,1,3,3,
478,estas,estas,las,estas,estas,estas,estas,estas,3,glose,Non, Non,1,1,2,1,1,1,1,1,
479,eso,eso,eso,esso,eso,eso,esto,esso,3,glose,Non, Non,2,2,2,2,2,2,1,2,
480,soiudgaron,sujugaron,sujudgavan,subjugaron,sobjudgaron,judgaron,sojudgaron,soiuzgaron,3,glose,Non, Non,2,2,1,2,2,3,2,2,
481,desto,desto,desto,desto,desto,esto,desto,desto,3,glose,Non, Non,1,1,1,1,1,2,1,1,
482,al,capítulo,al,ø,cap°,capítulo,capítulo,al,3,glose,Non, Non,3,1,3,0,2,1,1,3,
