A,B,G,J,Q,R,Z,U,Analyse, Chapitre, Type, Conserver, Revoir
312,ay,ay,ay,hay,ay,ay,ay,hay,#graphique,1,glose,Non, Non
313,duda,dubda,dubda,dubda,dubda,dubda,dubda,dubda,#graphique,1,glose,Non, Non
314,que,que,que,que,que,que,que,que,#not_apparat,1,glose,Non, Non
315,con,con,con,con,con,por,con,con,#lexicale,1,glose,Non, Non
316,derecho,derecho,derecho,derecho,derecho,derecho,derecho,derecho,#not_apparat,1,glose,Non, Non
317,la,lo,la,la,la,la,la,la,#filtre,1,glose,Non, Non
318,manda,manda,manda,manda,manda,manda,mande,manda,#morphosyntactique,1,glose,Non, Non
319,fazer,fazer,fazer,fazer,fazer,fazer,fazer,fazer,#not_apparat,1,glose,Non, Non
320,o,o,o,o,o,o,o,e,#lexicale,1,glose,Non, Non
321,rescebir,rresçebir,resçebir,reçebir,rreçebir,rresçebir,rescebir,reçebir,#graphique,1,glose,Non, Non
322,E,et,et,e,et,et,E,e,#filtre,1,glose,Non, Non
323,esto,esto,esto,esto,esto,esto,esto,esto,#not_apparat,1,glose,Non, Non
324,para,para,para,para,para,para,para,para,#not_apparat,1,glose,Non, Non
325,quebrantar,quebrantar,quebrantar,quebrantar,quebrantar,quebrantar,quebrantar,quebrantar,#not_apparat,1,glose,Non, Non
326,e,e,e,e,et,et,e,e,#filtre,1,glose,Non, Non
327,soiudgar,subjugar,sojudgar,subjugar,sojudgar,sojudgar,soiuzgar,sojudgar,#graphique,1,glose,Non, Non
328,la,la,la,la,la,la,la,la,#not_apparat,1,glose,Non, Non
329,soberuia,sobervia,sobervia,sobervia,sobervia,sobervia,soberuia,sobervia,#graphique,1,glose,Non, Non
330,de,de,de,de,de,de,de,de,#not_apparat,1,glose,Non, Non
331,los,los,los,los,los,los,los,los,#not_apparat,1,glose,Non, Non
332,ommes,omes,omnes,omes,omes,ommes,ombres,omnes,#graphique,1,glose,Non, Non
333,mortales,mortales,mortales,mortales,mortales,mortales,mortales,mortales,#not_apparat,1,glose,Non, Non
334,ø,ø,en,ø,ø,ø,ø,ø,#not_apparat,1,glose,Non, Non
335,ø,ø,el,ø,ø,ø,ø,ø,#not_apparat,1,glose,Non, Non
336,E,Et,Et,E,Et,Et,E,E,#filtre,1,glose,Non, Non
337,esso,eso,eso,esso,eso,eso,esso,eso,#graphique,1,glose,Non, Non
338,mesmo,mesmo,mismo,mesmo,mesmo,mesmo,mesmo,mesmo,#graphique,1,glose,Non, Non
339,dize,dize,dize,dize,dize,dize,dize,dize,#not_apparat,1,glose,Non, Non
340,el,el,el,el,el,el,el,el,#not_apparat,1,glose,Non, Non
341,decreto,decreto,decreto,decreto,decreto,Decreto,decreto,decreto,#graphique,1,glose,Non, Non
342,en,en,en,en,en,en,en,en,#not_apparat,1,glose,Non, Non
343,la,la,la,la,la,la,la,la,#not_apparat,1,glose,Non, Non
344,cabsa,cabsa,cabsa,causa,causa,cabsa,causa,cabsa,#graphique,1,glose,Non, Non
345,sobredicha,sobredicha,sobredicha,sobredicha,sobredicha,sobredicha,sobredicha,sobredicha,#not_apparat,1,glose,Non, Non
346,questione,quaestione,quaestione,quaestione,capítulo,questione,questione,quaestione,#lexicale,1,glose,Non, Non
347,ochaua,viii°,octava,viii°,vii°,viii°,octaua,viii°,#lexicale,1,glose,Non, Non
348,E,et,Et,e,ø,e,E,e,#omission #filtre,1,glose,Non, Non
349,tomase,tómase,tómase,tómasse,tómase,tómase,tomase,tómase,#graphique,1,glose,Non, Non
350,del,de,del,del,de,del,del,del,#lexicale,1,glose,Non, Non
351,dicho,dicho,dicho,ø,dicho,dicho,dicho,dicho,#omission,1,glose,Non, Non
352,de,de,de,de,de,de,de,de,#not_apparat,1,glose,Non, Non
353,sant,sant,sant,sant,sant,sant,sant,sant,#not_apparat,1,glose,Non, Non
354,agostin,Agostín,Agostín,Agostín,Agostín,Agostýn,agustin,Agostín,#graphique,1,glose,Non, Non
355,ø,en,ø,ø,en,en,ø,ø,#omission,1,glose,Non, Non
356,epistola,la,epístola,epístola,la,la,epistola,epístola,#lexicale,1,glose,Non, Non
357,quinta,·v·,v,v°,v°,quinta,quinta,quinta,#lexicale,1,glose,Non, Non
358,ø,ø,ø,ø,ø,epístola,ø,ø,#omission,1,glose,Non, Non
359,do,do,do,do,do,do,do,do,#not_apparat,1,glose,Non, Non
360,dize,dize,dize,dize,dize,dize,dize,dize,#not_apparat,1,glose,Non, Non
361,si,sy,si,si,si,sy,sy,sy,#graphique,1,glose,Non, Non
362,puede,puede,puede,puede,puede,puede,puede,puede,#not_apparat,1,glose,Non, Non
363,ser,ser,ser,ser,ser,ser,ser,ser,#not_apparat,1,glose,Non, Non
364,que,ø,que,que,ø,que,que,que,#omission,1,glose,Non, Non
365,con,con,con,con,con,con,con,con,#not_apparat,1,glose,Non, Non
366,misericordia,misericordia,misericordia,misericordia,misiricordia,misericordia,misericordia,misericordia,#graphique,1,glose,Non, Non
367,se,se,se,se,se,se,se,se,#not_apparat,1,glose,Non, Non
368,fagan,fagan,fagan,fagan,fagan,fagan,fagan,fagan,#not_apparat,1,glose,Non, Non
369,las,las,las,las,las,las,las,las,#not_apparat,1,glose,Non, Non
370,batallas,batallas,batallas,batallas,batallas,batallas,batallas,batallas,#not_apparat,1,glose,Non, Non
371,de,de,de,de,de,de,de,de,#not_apparat,1,glose,Non, Non
372,los,los,los,los,los,los,los,los,#not_apparat,1,glose,Non, Non
373,buenos,buenos,buenos,buenos,buenos,buenos,buenos,buenos,#not_apparat,1,glose,Non, Non
374,para,para,para,para,para,para,para,para,#not_apparat,1,glose,Non, Non
375,domar,perdonar,domar,domar,domar,domar,domar,domar,#lexicale,1,glose,Non, Non
376,las,las,las,las,las,las,las,las,#not_apparat,1,glose,Non, Non
377,cobdicias,cobdiçias,cobdiçias,codiçias,cobdiçias,cobdiçias,cobdicias,cobdiçias,#graphique,1,glose,Non, Non
378,de,de,de,de,de,de,de,de,#not_apparat,1,glose,Non, Non
379,los,los,los,los,los,los,los,los,#not_apparat,1,glose,Non, Non
380,malos,malos,malos,malos,malos,malos,malos,malos,#not_apparat,1,glose,Non, Non
381,Ca,ca,Ca,Ca,ca,ø,Ca,ca,#omission #graphique,1,glose,Non, Non
382,non,non,non,non,non,non,no,non,#graphique,1,glose,Non, Non
383,se,se,se,se,se,se,se,se,#not_apparat,1,glose,Non, Non
384,pueden,pueden,pueden,pueden,pueden,pueden,pueden,pueden,#not_apparat,1,glose,Non, Non
385,derraigar,derraygar,derraygar,derraygar,derraygar,derraygar,derraygar,derraygar,#graphique,1,glose,Non, Non
386,sacando,sacando,sacando,sacando,sacando,sacado,sacando,sacando,#morphosyntactique,1,glose,Non, Non
387,en,en,en,en,en,en,en,en,#not_apparat,1,glose,Non, Non
388,esta,esta,esta,esta,esta,esta,esta,esta,#not_apparat,1,glose,Non, Non
389,manera,manera,manera,manera,manera,manera,manera,manera,#not_apparat,1,glose,Non, Non
390,faziendo,faziendo,faziendo,faziendo,faziendo,faziendo,faziendo,faziendo,#not_apparat,1,glose,Non, Non
391,sienpre,syenpre,sienpre,sienpre,sienpre,sienpre,siempre,syenpre,#graphique,1,glose,Non, Non
392,el,el,el,el,el,el,el,el,#not_apparat,1,glose,Non, Non
393,mandado,mandado,mandado,mandado,mandado,mandado,mandado,mandado,#not_apparat,1,glose,Non, Non
394,del,del,del,del,del,del,del,del,#not_apparat,1,glose,Non, Non
395,enperador,enperador,enperador,enperador,enperador,enperador,enperador,enperador,#not_apparat,1,glose,Non, Non
396,e,e,et,e,et,e,e,e,#filtre,1,glose,Non, Non
397,seguiendo,siguiendo,seguiendo,siguiendo,sigiendo,siguiendo,siguiendo,syguiendo,#graphique,1,glose,Non, Non
398,guerra,guerra,guerra,guerra,ø,guerra,guerra,guerra,#omission #transposition,1,glose,Non, Non
399,derecha,derecha,derecha,derecha,derecha,derecha,derecha,derecha,#not_apparat,1,glose,Non, Non
400,ø,ø,ø,ø,guerra,ø,ø,ø,#omission #transposition,1,glose,Non, Non
401,Enpero,enpero,enpero,enpero,Enpero,enpero,Empero,enpero,#graphique,1,glose,Non, Non
402,que,que,que,que,ø,que,que,ø,#omission,1,glose,Non, Non
403,dize,dize,dize,dize,dize,dize,dize,dize,#not_apparat,1,glose,Non, Non
404,en,en,ø,en,en,en,en,ø,#omission,1,glose,Non, Non
405,el,el,ø,el,el,el,el,el,#not_apparat,1,glose,Non, Non
406,decreto,decreto,ø,decreto,decreto,decreto,decreto,decreto,#not_apparat,1,glose,Non, Non
407,en,en,en,en,en,en,en,en,#not_apparat,1,glose,Non, Non
408,la,la,la,la,la,la,la,la,#not_apparat,1,glose,Non, Non
409,causa,cabsa,cabsa,causa,causa,cabsa,causa,cabsa,#graphique,1,glose,Non, Non
410,sobredicha,sobredicha,sobredicha,sobredicha,sobredicha,sobredicha,sobredicha,sobredicha,#not_apparat,1,glose,Non, Non
411,questione,quaestione,quaestione,quaestione,viii°,questione,questione,quaestione,#lexicale,1,glose,Non, Non
412,ochaua,viii,octava,viii°,capítulo,viii,octaua,viii°,#lexicale,1,glose,Non, Non
413,que,que,que,que,que,que,que,que,#not_apparat,1,glose,Non, Non
414,nunca,nunca,nunca,nunca,nunca,nunca,nunca,nunca,#not_apparat,1,glose,Non, Non
415,se,se,se,se,se,se,se,se,#not_apparat,1,glose,Non, Non
416,deue,puede,deve,deve,deve,deve,deue,deve,#lexicale,1,glose,Non, Non
417,fazer,fazer,fazer,fazer,fazer,fazer,fazer,fazer,#not_apparat,1,glose,Non, Non
418,ø,ø,ø,ø,ø,ø,ø,la,#omission,1,glose,Non, Non
419,batalla,batalla,batalla,batalla,batalla,batalla,batalla,batalla,#not_apparat,1,glose,Non, Non
420,sin,syn,syn,sin,sin,syn,sin,syn,#graphique,1,glose,Non, Non
421,ø,ø,ø,ø,rrazón,ø,ø,ø,#not_apparat,1,glose,Non, Non
422,ø,ø,ø,ø,et,ø,ø,ø,#not_apparat,1,glose,Non, Non
423,grant,grant,grand,grant,gran,grand,grand,grand,#graphique,1,glose,Non, Non
424,neçesidat,nesçesidat,nesçesidat,neçessidat,neçesidat,nesçesidat,nescessidad,neçessidat,#graphique,1,glose,Non, Non
425,e,et,Et,e,e,Et,e,e,#filtre,1,glose,Non, Non
426,comiença,comiença,comiença,comiença,comiença,comiença,comiença,comiença,#not_apparat,1,glose,Non, Non
427,aquel,aquél,aquél,aquel,aquél,aquél,aquel,aquél,#normalisation,1,glose,Non, Non
428,capitulo,capítulo,capítulo,capítulo,capítulo,capítulo,capitulo,capítulo,#normalisation,1,glose,Non, Non
429,si,sy,si,si,si,sy,si,sy,#graphique,1,glose,Non, Non
430,nulla,nulla,nulla,nulla,mala,milla,nulla,nulla,#lexicale,1,glose,Non, Non
431,vrgeat,viget,urgeat,urgeat,viget,viget,vrgeat,viget,#lexicale,1,glose,Non, Non
432,neçesitas,nesçessitas,nesçesitas,necessitas,neçesitas,nesçesitas,necessitas,necessitas,#lexicale,1,glose,Non, Non
433,Mas,Mas,Mas,Mas,Mas,Mas,Mas,Mas,#not_apparat,1,glose,Non, Non
434,aqui,aquí,aquí,aquí,aquí,aquí,aqui,aquí,#normalisation,1,glose,Non, Non
435,conuiene,conviene,conviene,conviene,conviene,conbiene,conuiene,conviene,#graphique,1,glose,Non, Non
436,de,de,de,de,de,de,de,de,#not_apparat,1,glose,Non, Non
437,notar,notar,notar,notar,notar,notar,notar,notar,#not_apparat,1,glose,Non, Non
438,que,que,que,que,que,que,que,que,#not_apparat,1,glose,Non, Non
439,mucho,mucho,mucho,mucho,mucho,mucho,mucho,mucho,#not_apparat,1,glose,Non, Non
440,deue,deve,deve,deve,deve,deve,deue,deve,#graphique,1,glose,Non, Non
441,tener,tener,tener,tener,tener,tener,tener,tener,#not_apparat,1,glose,Non, Non
442,mientes,mientes,mientes,mientes,mientes,mientes,mientes,mientes,#not_apparat,1,glose,Non, Non
443,el,el,el,el,el,el,el,el,#not_apparat,1,glose,Non, Non
444,prinçipe,prínçipe,prínçipe,prínçipe,prínçipe,prínçipe,principe,prínçipe,#graphique,1,glose,Non, Non
445,que,que,que,que,que,que,que,que,#not_apparat,1,glose,Non, Non
446,se,se,se,se,se,se,se,se,#not_apparat,1,glose,Non, Non
447,aya,aya,aya,aya,aya,aya,aya,aya,#not_apparat,1,glose,Non, Non
448,bien,bien,bien,bien,bien,bien,bien,bien,#not_apparat,1,glose,Non, Non
449,con,con,con,con,con,con,con,con,#not_apparat,1,glose,Non, Non
450,dios,Dios,Dios,Dios,dios,dios,dios,Dios,#graphique,1,glose,Non, Non
451,quando,quando,quando,quando,quando,quando,quando,quando,#not_apparat,1,glose,Non, Non
452,ø,se,ø,ø,se,ø,ø,ø,#omission,1,glose,Non, Non
453,ha,ha,ha,ha,ha,ha,ha,ha,#not_apparat,1,glose,Non, Non
454,de,de,de,de,de,de,de,de,#not_apparat,1,glose,Non, Non
455,començar,començar,començar,començar,començar,començar,començar,començar,#not_apparat,1,glose,Non, Non
456,la,la,la,la,la,la,la,la,#not_apparat,1,glose,Non, Non
457,fazienda,fazienda,fazienda,fazienda,fazienda,guerra,fazienda,guerra,#lexicale,1,glose,Non, Non
458,o,o,ø,o,o,o,o,e,#lexicale,1,glose,Non, Non
459,la,la,ø,la,la,la,la,la,#not_apparat,1,glose,Non, Non
460,batalla,batalla,ø,batalla,batalla,batalla,batalla,batalla,#not_apparat,1,glose,Non, Non
461,e,e,e,e,et,ø,e,e,#omission #filtre,1,glose,Non, Non
462,que,que,que,que,que,que,que,que,#not_apparat,1,glose,Non, Non
463,se,se,se,se,se,se,se,se,#not_apparat,1,glose,Non, Non
464,guarde,guarde,guarde,guarde,guarde,guarde,guarde,guarde,#not_apparat,1,glose,Non, Non
465,de,de,de,de,de,de,de,de,#not_apparat,1,glose,Non, Non
466,ofender,ofender,ofender,ofender,ofender,ofender,ofender,ofender,#not_apparat,1,glose,Non, Non
467,a,ø,a,a,ø,ø,a,ø,#omission,1,glose,Non, Non
468,la,la,la,la,la,la,la,la,#not_apparat,1,glose,Non, Non
469,iglesia,Eglesia,yglesia,Eglesia,eglesia,yglesia,yglesia,yglesia,#graphique,1,glose,Non, Non
470,E,Et,Et,E,et,e,E,E,#filtre,1,glose,Non, Non
471,este,esta,este,este,esta,esto,este,esto,#morphosyntactique,1,glose,Non, Non
472,auera,ø,averá,averá,ø,abrá,avra,avrá,#omission #graphique,1,glose,Non, Non
473,victoria,cabsa,ø,vençimiento,causa,ø,vitoria,ø,#omission #lexicale,1,glose,Non, Non
474,quando,quando,quando,quando,quando,quando,quando,quando,#not_apparat,1,glose,Non, Non
475,bien,bien,bien,bien,bien,bien,bien,bien,#not_apparat,1,glose,Non, Non
476,guardare,guardare,guardare,guardare,guardare,guardare,guardare,guardare,#not_apparat,1,glose,Non, Non
477,los,los,los,los,los,los,los,los,#not_apparat,1,glose,Non, Non
478,mandamientos,mandamientos,mandamientos,mandamientos,mandamientos,mandamientos,mandamientos,mandamientos,#not_apparat,1,glose,Non, Non
479,de,de,de,de,de,de,de,ø,#not_apparat,1,glose,Non, Non
480,dios,Dios,Dios,Dios,dios,dios,dios,ø,#graphique,1,glose,Non, Non
481,e,e,e,e,et,et,e,ø,#filtre,1,glose,Non, Non
482,de,de,de,de,de,de,de,ø,#not_apparat,1,glose,Non, Non
483,la,la,la,la,la,la,la,ø,#not_apparat,1,glose,Non, Non
484,iglesia,Eglesia,Yglesia,Eglesia,eglesia,yglesia,ylesia,ø,#graphique,1,glose,Non, Non
485,segunt,según,segund,segunt,segunt,segund,segund,ø,#graphique,1,glose,Non, Non
486,que,que,que,que,que,que,que,ø,#not_apparat,1,glose,Non, Non
487,dixo,dicho,dixo,dixo,dixo,dixo,dixo,ø,#morphosyntactique,1,glose,Non, Non
488,ageo,Achior,Agior,Agior,Achior,archior,ageo,ø,#lexicale,1,glose,Non, Non
489,quando,quando,quando,quando,quando,quando,quando,ø,#not_apparat,1,glose,Non, Non
490,daua,dava,dava,daua,daua,daua,daua,ø,#morphosyntactique,1,glose,Non, Non
491,conseio,consejo,consejo,consejo,consejo,conseio,consejo,ø,#graphique,1,glose,Non, Non
492,al,a,al,a,a,a,a,ø,#lexicale,1,glose,Non, Non
493,ø,ø,ø,ø,ø,Olifernes,ø,ø,#omission,1,glose,Non, Non
494,ø,Olofernes,ø,Olofernes,Olofernes,Iudit,olofernes,ø,#entite_nommee,1,glose,Non, Non
495,ø,judic,ø,Judic,judic,ø,judic,ø,#omission #graphique,1,glose,Non, Non
496,sesto,vi°,vi°,vi°,vi°,sesto,vj,ø,#lexicale,1,glose,Non, Non
497,capitulo,capítulo,capítulo,capítulo,capítulo,capítulo,c,ø,#lexicale,1,glose,Non, Non
498,do,do,do,do,do,do,do,ø,#not_apparat,1,glose,Non, Non
499,cuenta,cuenta,cuenta,cuenta,cuenta,cuenta,cuenta,ø,#not_apparat,1,glose,Non, Non
500,los,los,los,los,los,los,los,ø,#not_apparat,1,glose,Non, Non
501,benefficios,benefiçios,benefiçios,benefiçios,benefiçios,benefyçios,beneficios,ø,#graphique,1,glose,Non, Non
502,de,de,de,de,de,ø,de,de,#not_apparat,1,glose,Non, Non
503,dios,Dios,Dios,Dios,Dios,ø,dios,Dios,#graphique,1,glose,Non, Non
504,que,que,que,que,que,que,que,que,#not_apparat,1,glose,Non, Non
505,fizo,fizo,fizo,fizo,fizo,fizo,fizo,fizo,#not_apparat,1,glose,Non, Non
506,a,a,a,a,a,a,a,a,#not_apparat,1,glose,Non, Non
507,su,su,su,su,su,su,su,su,#not_apparat,1,glose,Non, Non
508,pueblo,pueblo,pueblo,pueblo,pueblo,pueblo,pueblo,pueblo,#not_apparat,1,glose,Non, Non
509,ø,ø,ø,ø,ø,dios,ø,ø,#omission,1,glose,Non, Non
510,e,et,e,e,et,Et,e,e,#filtre,1,glose,Non, Non
511,en,en,en,en,en,en,en,en,#not_apparat,1,glose,Non, Non
512,cabo,cabo,cabo,cabo,cabo,cabo,cabo,cabo,#not_apparat,1,glose,Non, Non
513,concluye,concluyó,concluye,concluye,concluyó,concluye,concluye,concluye,#morphosyntactique,1,glose,Non, Non
514,asi,asý,así,así,así,asy,assi,asý,#graphique,1,glose,Non, Non
515,Senor,señor,Señor,señor,señor,señor,Señor,Señor,#graphique,1,glose,Non, Non
516,sabe,sabe,sabe,sabe,sabe,sabe,sabe,sabe,#not_apparat,1,glose,Non, Non
517,si,sy,si,si,si,si,si,sy,#graphique,1,glose,Non, Non
518,es,es,es,es,es,es,es,es,#not_apparat,1,glose,Non, Non
519,alguna,alguna,alguna,alguna,alguna,alguna,alguna,alguna,#not_apparat,1,glose,Non, Non
520,maldat,maldat,maldat,maldat,maldat,maldat,maldad,maldat,#graphique,1,glose,Non, Non
521,deste,deste,deste,deste,deste,deste,deste,deste,#not_apparat,1,glose,Non, Non
522,pueblo,pueblo,pueblo,pueblo,pueblo,pueblo,pueblo,pueblo,#not_apparat,1,glose,Non, Non
523,ante,ante,ante,ante,ante,ante,ante,ante,#not_apparat,1,glose,Non, Non
524,dios,Dios,Dios,Dios,dios,dios,dios,Dios,#graphique,1,glose,Non, Non
525,ø,ø,ø,ø,ø,ø,ø,non,#not_apparat,1,glose,Non, Non
526,ø,ø,ø,ø,ø,ø,ø,podremos,#not_apparat,1,glose,Non, Non
527,ø,ø,ø,ø,ø,ø,ø,conquerir,#not_apparat,1,glose,Non, Non
528,e,e,Et,e,et,et,e,e,#filtre,1,glose,Non, Non
529,estonçe,entonçe,estonçes,entonçe,entonçe,estonçe,estonce,entonçes,#graphique,1,glose,Non, Non
530,vayamos,vayamos,vayamos,vayamos,vayamos,vayamos,vayamos,vayamos,#not_apparat,1,glose,Non, Non
531,a,a,a,a,a,a,a,a,#not_apparat,1,glose,Non, Non
532,ellos,ellos,ellos,ellos,ellos,ellos,ellos,ellos,#not_apparat,1,glose,Non, Non
533,que,que,que,que,que,et,que,que,#lexicale,1,glose,Non, Non
534,dios,Dios,Dios,Dios,dios,dios,dios,Dios,#graphique,1,glose,Non, Non
535,te,te,te,te,te,te,te,te,#not_apparat,1,glose,Non, Non
536,los,los,los,los,los,los,los,los,#not_apparat,1,glose,Non, Non
537,dara,dará,dará,dará,dará,dará,dara,dará,#normalisation,1,glose,Non, Non
538,en,en,en,en,en,en,en,en,#not_apparat,1,glose,Non, Non
539,tus,tus,tus,tus,tus,tus,tus,tus,#not_apparat,1,glose,Non, Non
540,manos,manos,manos,manos,manos,manos,manos,manos,#not_apparat,1,glose,Non, Non
541,Mas,Mas,Mas,Mas,mas,Mas,Mas,Mas,#graphique,1,glose,Non, Non
542,si,sy,si,si,si,sy,si,sy,#graphique,1,glose,Non, Non
543,non,ø,non,non,ø,non,no,non,#omission #graphique,1,glose,Non, Non
544,ay,ay,ay,hay,ay,ay,ay,ay,#graphique,1,glose,Non, Non
545,alguna,alguna,ninguna,ninguna,alguna,nenguna,ninguna,ninguna,#lexicale,1,glose,Non, Non
546,ofensa,ofensa,ofensa,ofensa,ofensa,ofensa,ofensa,ofensa,#not_apparat,1,glose,Non, Non
547,desto,deste,deste,deste,deste,deste,deste,deste,#lexicale,1,glose,Non, Non
548,pueblo,pueblo,pueblo,pueblo,pueblo,pueblo,pueblo,pueblo,#not_apparat,1,glose,Non, Non
549,ante,ante,ante,ante,ante,ante,ante,ante,#not_apparat,1,glose,Non, Non
550,dios,Dios,Dios,Dios,dios,dios,dios,Dios,#graphique,1,glose,Non, Non
551,non,non,non,non,non,non,no,non,#graphique,1,glose,Non, Non
552,podremos,podremos,podremos,podremos,podremos,podremos,podremos,podremos,#not_apparat,1,glose,Non, Non
553,conquerirlos,conquerirlos,conquerirlos,conquerirlos,conquerirlos,conquerirlos,conquerirlos,conquerirlos,#not_apparat,1,glose,Non, Non
554,ca,ca,ca,ca,ca,ca,ca,ca,#not_apparat,1,glose,Non, Non
555,dios,Dios,Dios,Dios,dios,dios,dios,Dios,#graphique,1,glose,Non, Non
556,sera,será,será,será,será,será,sera,será,#normalisation,1,glose,Non, Non
557,con,con,con,con,con,con,con,con,#not_apparat,1,glose,Non, Non
558,ellos,ellos,ellos,ellos,ellos,ellos,ellos,ellos,#not_apparat,1,glose,Non, Non
559,Onde,Onde,Onde,Onde,Onde,Onde,Onde,Onde,#not_apparat,1,glose,Non, Non
560,dize,dize,dize,dize,dize,dize,dize,dize,#not_apparat,1,glose,Non, Non
561,dios,Dios,Dios,Dios,dios,dios,dios,Dios,#graphique,1,glose,Non, Non
562,enel,en,en,en,en,en,en,en,#lexicale,1,glose,Non, Non
563,ø,el,el,el,el,el,el,el,#omission,1,glose,Non, Non
564,leuitico,Levítico,Levítico,Levítico,Levito,Leuítico,leuitico,Bevito,#lexicale,1,glose,Non, Non
565,a,xxvii°,a,xx°vii°,xxviii°,.xxvii,a,xxvii°,#lexicale,1,glose,Non, Non
566,los,ø,los,ø,ø,ø,los,ø,#not_apparat,1,glose,Non, Non
567,veynte,ø,veynte,ø,ø,ø,viente,ø,#lexicale,1,glose,Non, Non
568,e,ø,e,ø,ø,ø,e,ø,#not_apparat,1,glose,Non, Non
569,siete,ø,siete,ø,ø,ø,siete,ø,#not_apparat,1,glose,Non, Non
570,capitulos,capítulo,capítulos,capítulo,capítulo,capítulo,capitulos,capítulo,#personne,1,glose,Non, Non
571,non,non,non,non,non,non,no,non,#graphique,1,glose,Non, Non
572,temades,temades,temades,temades,temades,temades,temades,temades,#not_apparat,1,glose,Non, Non
573,ca,ca,que,ca,ca,que,ca,ca,#lexicale,1,glose,Non, Non
574,yo,yo,yo,yo,yo,yo,yo,yo,#not_apparat,1,glose,Non, Non
575,sere,seré,seré,seré,seré,seré,sere,seré,#normalisation,1,glose,Non, Non
576,con,convusco,con,con,conbusco,conbusco,con,convusco,#lexicale,1,glose,Non, Non
577,vos,ø,vos,vos,ø,ø,vos,ø,#omission,1,glose,Non, Non
578,E,e,Et,e,e,e,E,e,#filtre,1,glose,Non, Non
579,si,si,si,si,sy,sy,si,sy,#graphique,1,glose,Non, Non
580,guardaredes,guardaredes,guardaredes,guardaredes,guardaredes,guardaredes,guardardes,guardaredes,#graphique,1,glose,Non, Non
581,mis,mis,mis,mis,mis,mis,mis,mis,#not_apparat,1,glose,Non, Non
582,mandamjentos,mandamientos,mandamientos,mandamientos,mandamientos,mandamientos,mandamientos,mandamientos,#graphique,1,glose,Non, Non
583,persiguiredes,perseguiredes,perseguiredes,perseguiredes,persegiredes,perseguiredes,perseguiredes,perseguiredes,#graphique,1,glose,Non, Non
584,a,a,a,a,a,a,a,a,#not_apparat,1,glose,Non, Non
585,vuestros,vuestros,vuestros,vuestros,buestros,vuestros,vuestros,vuestros,#graphique,1,glose,Non, Non
586,henemjgos,enemigos,enemigos,enemigos,enemigos,enemigos,enemigos,enemigos,#graphique,1,glose,Non, Non
587,e,e,Et,e,et,et,e,e,#filtre,1,glose,Non, Non
588,ellos,ellos,ellos,ellos,ellos,ellos,ellos,ellos,#not_apparat,1,glose,Non, Non
589,caeran,caerán,caerán,caerán,caerán,caerán,caeran,caerán,#normalisation,1,glose,Non, Non
