Index,A,B,G,J,Q,R,Z,U,Chapitre, Type, Conserver, Revoir,Index,A,B,G,J,Q,R,Z,U
260,todas,ø,todas,ø,ø,todas,todas,todas,2,glose,Non, Non,260,2,0,2,0,0,2,2,2
261,tener,ø,tener,tener,ø,ø,tener,ø,2,glose,Non, Non,261,2,0,2,2,0,0,2,0
262,ø,en,en,ø,ø,ø,en,ø,2,glose,Non, Non,262,0,2,2,0,0,0,2,0
263,ø,ø,ø,no,ø,ø,ø,ø,2,glose,Non, Non,263,0,0,0,2,0,0,0,0
264,por,por,por,por,ø,por,por,por,2,glose,Non, Non,264,2,2,2,2,0,2,2,2
265,se,se,se,se,se,ø,se,se,2,glose,Non, Non,265,1,1,1,1,1,0,1,1
266,ø,Et,ø,ø,ø,ø,ø,ø,2,glose,Non, Non,266,0,2,0,0,0,0,0,0
267,ø,es,ø,ø,ø,ø,ø,ø,2,glose,Non, Non,267,0,2,0,0,0,0,0,0
268,ø,ø,ø,ø,a,ø,ø,ø,2,glose,Non, Non,268,0,0,0,0,1,0,0,0
269,la,la,la,la,la,ø,la,la,2,glose,Non, Non,269,1,1,1,1,1,0,1,1
270,o,o,o,o,ø,o,o,e,2,glose,Non, Non,270,3,3,3,3,0,3,3,1
271,ø,bien,ø,ø,bien,ø,ø,ø,2,glose,Non, Non,271,0,1,0,0,1,0,0,0
272,ø,Et,ø,ø,ø,ø,ø,ø,2,glose,Non, Non,272,0,2,0,0,0,0,0,0
273,que,que,que,que,ø,que,que,que,2,glose,Non, Non,273,2,2,2,2,0,2,2,2
274,a,ø,ø,a,ø,ø,a,ø,2,glose,Non, Non,274,2,0,0,2,0,0,2,0
275,ø,los,los,los,los,los,los,los,2,glose,Non, Non,275,0,1,1,1,1,1,1,1
276,mal,ø,ø,mal,ø,mal,mal,mal,2,glose,Oui, Non,276,2,0,0,2,0,2,2,2
277,ø,mal,ø,ø,mal,ø,ø,ø,2,glose,Oui, Non,277,0,1,0,0,1,0,0,0
278,que,ø,que,que,ø,ø,que,ø,2,glose,Non, Non,278,2,0,2,2,0,0,2,0
279,a,ø,a,a,a,a,a,ø,2,glose,Non, Non,279,1,0,1,1,1,1,1,0
280,es,es,es,es,ø,es,es,es,2,glose,Non, Non,280,2,2,2,2,0,2,2,2
281,a,a,ø,a,ø,ø,a,ø,2,glose,Non, Non,281,2,2,0,2,0,0,2,0
282,ø,los,los,los,los,ø,los,los,2,glose,Non, Non,282,0,1,1,1,1,0,1,1
283,ø,Et,ø,ø,Et,ø,ø,ø,2,glose,Non, Non,283,0,1,0,0,1,0,0,0
284,Ca,ø,Ca,Ca,que,Ca,Ca,ca,2,glose,Non, Non,284,1,0,1,1,3,1,1,1
285,ø,algunos,ø,ø,algunos,algunos,ø,algunos,2,glose,Non, Non,285,0,1,0,0,1,1,0,1
286,a,ø,ø,a,ø,ø,a,ø,2,glose,Non, Non,286,2,0,0,2,0,0,2,0
287,ø,ø,ø,ø,ø,ø,no,ø,2,glose,Non, Non,287,0,0,0,0,0,0,2,0
288,ø,fecho,ø,ø,ø,ø,ø,ø,2,glose,Non, Non,288,0,2,0,0,0,0,0,0
289,ø,de,ø,de,de,ø,de,ø,2,glose,Non, Non,289,0,1,0,1,1,0,1,0
290,libro,libro,libro,libro,libro,libro,libro,ø,2,glose,Non, Non,290,1,1,1,1,1,1,1,0
291,ø,e,ø,ø,ø,ø,ø,ø,2,glose,Non, Non,291,0,2,0,0,0,0,0,0
292,ø,e,ø,ø,ø,ø,ø,ø,2,glose,Non, Non,292,0,2,0,0,0,0,0,0
293,ø,el,ø,el,el,ø,el,ø,2,glose,Non, Non,293,0,1,0,1,1,0,1,0
294,ø,ø,ø,a,ø,a,ø,ø,2,glose,Non, Non,294,0,0,0,2,0,2,0,0
295,a,a,a,ø,ø,a,ø,a,2,glose,Non, Non,295,2,2,2,0,0,2,0,2
296,ø,que,que,que,que,que,que,que,2,glose,Non, Non,296,0,1,1,1,1,1,1,1
297,a,ø,ø,ø,ø,ø,ø,ø,2,glose,Non, Non,297,2,0,0,0,0,0,0,0
298,lo,ø,lo,lo,lo,lo,lo,lo,2,glose,Non, Non,298,1,0,1,1,1,1,1,1
299,ø,ø,ø,ø,ø,él,ø,ø,2,glose,Non, Non,299,0,0,0,0,0,2,0,0
300,lo,lo,lo,lo,lo,ø,lo,lo,2,glose,Non, Non,300,1,1,1,1,1,0,1,1
301,la,la,la,la,la,la,la,ø,2,glose,Non, Non,301,1,1,1,1,1,1,1,0
302,fe,fe,ø,fe,fe,fe,fe,fe,2,glose,Non, Non,302,1,1,0,1,1,1,1,1
303,ø,ø,ø,ø,los,ø,ø,ø,2,glose,Non, Non,303,0,0,0,0,1,0,0,0
304,ø,ø,ø,ø,ø,ø,en,ø,3,,Non, Non,304,0,0,0,0,0,0,2,0
305,señales,ø,señales,señales,señales,señales,señales,señales,3,,Non, Non,305,1,0,1,1,1,1,1,1
306,ø,ø,e,e,ø,ø,e,ø,3,,Non, Non,306,0,0,2,2,0,0,2,0
307,es,es,es,es,es,ø,es,es,3,traduction,Non, Non,307,1,1,1,1,1,0,1,1
308,e,ø,e,e,ø,ø,e,ø,3,traduction,Non, Non,308,2,0,2,2,0,0,2,0
309,las,las,las,las,las,ø,las,ø,3,traduction,Non, Non,309,1,1,1,1,1,0,1,0
310,E,ø,et,E,e,Et,E,es,3,traduction,Non, Non,310,3,0,2,3,3,2,3,1
311,es,ø,es,es,es,es,es,es,3,traduction,Non, Non,311,1,0,1,1,1,1,1,1
312,ø,ø,los,ø,ø,ø,ø,ø,3,traduction,Non, Non,312,0,0,2,0,0,0,0,0
313,ø,de,en,de,de,de,en,ø,3,traduction,Non, Non,313,0,2,1,2,2,2,1,0
314,ø,ø,ø,ø,ø,ø,ø,de,3,traduction,Non, Non,314,0,0,0,0,0,0,0,2
315,ø,ø,ø,ø,ø,ø,la,ø,3,traduction,Non, Non,315,0,0,0,0,0,0,2,0
316,ø,ø,ø,ø,buenos,a,ø,ø,3,traduction,Non, Non,316,0,0,0,0,2,1,0,0
317,lidiadores,ø,lidiadores,lidiadores,ø,lidiadores,lidiadores,lidiadores,3,traduction,Non, Non,317,2,0,2,2,0,2,2,2
318,bien,bien,bien,bien,ø,bien,bien,bien,3,traduction,Non, Non,318,2,2,2,2,0,2,2,2
319,ø,ø,ø,ø,ø,la,ø,ø,3,traduction,Non, Non,319,0,0,0,0,0,2,0,0
320,ante,ante,ante,ante,ante,ante,ante,ø,3,traduction,Non, Non,320,1,1,1,1,1,1,1,0
321,ø,ø,ø,ø,ø,ø,ø,ante,3,traduction,Non, Non,321,0,0,0,0,0,0,0,2
322,que,que,que,que,ø,ø,que,que,3,traduction,Non, Non,322,2,2,2,2,0,0,2,2
323,que,que,que,que,ø,e,que,que,3,traduction,Non, Non,323,3,3,3,3,0,2,3,3
324,les,los,les,les,les,les,les,ø,3,traduction,Non, Non,324,1,3,1,1,1,1,1,0
325,el,el,el,el,ø,el,el,el,3,traduction,Non, Non,325,2,2,2,2,0,2,2,2
326,ø,ø,ø,ø,e,ø,ø,ø,3,traduction,Non, Non,326,0,0,0,0,1,0,0,0
327,porque,porque,porque,porque,que,porque,ø,porque,3,traduction,Non, Non,327,1,1,1,1,3,1,0,1
328,ø,ø,ø,ø,de,ø,ø,ø,3,traduction,Non, Non,328,0,0,0,0,1,0,0,0
329,a,ø,a,a,ø,ø,a,ø,3,traduction,Non, Non,329,2,0,2,2,0,0,2,0
330,el,ø,el,el,el,el,el,el,3,traduction,Non, Non,330,1,0,1,1,1,1,1,1
331,la,la,la,ø,la,ø,la,ø,3,traduction,Non, Non,331,1,1,1,0,1,0,1,0
332,por,por,por,por,ø,por,por,por,3,traduction,Non, Non,332,2,2,2,2,0,2,2,2
333,es,es,es,es,es,es,es,ø,3,traduction,Non, Non,333,1,1,1,1,1,1,1,0
334,es,ø,es,es,es,ø,es,ø,3,traduction,Non, Non,334,1,0,1,1,1,0,1,0
335,que,ø,que,ø,ø,ø,que,ø,3,traduction,Non, Non,335,2,0,2,0,0,0,2,0
336,muy,ø,ø,ø,ø,ø,muy,ø,3,traduction,Non, Non,336,2,0,0,0,0,0,2,0
337,ø,los,los,los,los,los,los,los,3,traduction,Non, Non,337,0,1,1,1,1,1,1,1
338,ø,ø,ø,ø,ø,los,ø,ø,3,traduction,Non, Non,338,0,0,0,0,0,2,0,0
339,ø,ø,ø,ø,ø,ø,ø,han,3,traduction,Non, Non,339,0,0,0,0,0,0,0,2
340,ø,ø,ø,ø,es,ø,ø,ø,3,traduction,Non, Non,340,0,0,0,0,1,0,0,0
341,ø,muy,ø,ø,muy,ø,ø,ø,3,traduction,Non, Non,341,0,1,0,0,1,0,0,0
342,ø,es,ø,ø,es,ø,ø,ø,3,traduction,Non, Non,342,0,1,0,0,1,0,0,0
343,ø,el,el,el,el,el,el,el,3,traduction,Non, Non,343,0,1,1,1,1,1,1,1
344,ø,ø,ø,ø,ø,libro,ø,ø,3,traduction,Non, Non,344,0,0,0,0,0,2,0,0
345,ø,ø,ø,ø,ø,libro,ø,ø,3,traduction,Non, Non,345,0,0,0,0,0,2,0,0
346,ø,ø,ø,ø,ø,menester,ø,ø,3,traduction,Non, Non,346,0,0,0,0,0,2,0,0
347,ø,es,ø,ø,ø,ø,ø,es,3,traduction,Non, Non,347,0,2,0,0,0,0,0,2
348,es,ø,es,es,ø,es,es,el,3,traduction,Non, Non,348,2,0,2,2,0,2,2,1
349,ø,es,ø,es,ø,ø,ø,ø,3,traduction,Non, Non,349,0,2,0,2,0,0,0,0
350,anchos,anchos,anchos,anchos,anchos,ø,anchos,anchos,3,traduction,Non, Non,350,1,1,1,1,1,0,1,1
351,ø,la,ø,ø,la,la,ø,la,3,traduction,Non, Non,351,0,1,0,0,1,1,0,1
352,non,ø,non,non,ø,ø,non,ø,3,traduction,Non, Non,352,2,0,2,2,0,0,2,0
353,ø,ø,ø,ø,ø,todas,ø,ø,3,traduction,Non, Non,353,0,0,0,0,0,2,0,0
354,ø,ø,ø,ø,ø,condiçiones,ø,ø,3,traduction,Non, Non,354,0,0,0,0,0,2,0,0
355,ser,ser,ser,ser,ser,ser,ser,ø,3,traduction,Non, Non,355,1,1,1,1,1,1,1,0
356,en,ø,en,en,en,en,en,en,3,traduction,Non, Non,356,1,0,1,1,1,1,1,1
357,bien,bien,bien,bien,bien,ø,bien,bien,3,traduction,Non, Non,357,1,1,1,1,1,0,1,1
358,ø,en,ø,ø,en,en,ø,en,3,traduction,Non, Non,358,0,1,0,0,1,1,0,1
359,ø,en,ø,ø,en,en,ø,en,3,traduction,Non, Non,359,0,1,0,0,1,1,0,1
360,ø,los,ø,ø,los,ø,ø,ø,3,traduction,Non, Non,360,0,1,0,0,1,0,0,0
361,pechos,pechos,pechos,pechos,ø,pechos,pechos,pechos,3,traduction,Non, Non,361,2,2,2,2,0,2,2,2
362,los,los,los,los,ø,los,los,los,3,traduction,Non, Non,362,2,2,2,2,0,2,2,2
363,buenos,ø,buenos,buenos,buenos,buenos,buenos,buenos,3,traduction,Non, Non,363,1,0,1,1,1,1,1,1
364,les,les,les,les,les,les,ø,les,3,glose,Non, Non,364,1,1,1,1,1,1,0,1
365,ø,quanto,ø,ø,quanto,quanto,ø,quanto,3,glose,Non, Non,365,0,1,0,0,1,1,0,1
366,ø,ø,ø,ø,mucho,ø,ø,ø,3,glose,Non, Non,366,0,0,0,0,1,0,0,0
367,ø,commo,ø,ø,commo,commo,ø,ø,3,glose,Non, Non,367,0,1,0,0,1,1,0,0
368,ø,ø,ø,ø,ø,qué,ø,qué,3,glose,Non, Non,368,0,0,0,0,0,2,0,2
369,ø,ø,ø,ø,ø,ø,ø,primero,3,glose,Non, Non,369,0,0,0,0,0,0,0,2
370,ø,non,ø,ø,non,non,ø,non,3,glose,Non, Non,370,0,1,0,0,1,1,0,1
371,que,ø,que,que,ø,ø,que,ø,3,glose,Non, Non,371,2,0,2,2,0,0,2,0
372,la,ø,la,la,ø,ø,la,la,3,glose,Non, Non,372,2,0,2,2,0,0,2,2
373,e,e,e,e,ø,e,e,ø,3,glose,Non, Non,373,2,2,2,2,0,2,2,0
374,es,ø,es,es,ø,ø,es,ø,3,glose,Non, Non,374,2,0,2,2,0,0,2,0
375,ø,ø,tiranos,ø,ø,ø,ø,ø,3,glose,Non, Non,375,0,0,2,0,0,0,0,0
376,es,es,es,es,ø,es,es,es,3,glose,Non, Non,376,2,2,2,2,0,2,2,2
377,ø,ø,ellos,ø,ø,ø,ø,ø,3,glose,Non, Non,377,0,0,2,0,0,0,0,0
378,ø,ø,ø,ø,ø,ø,la,ø,3,glose,Non, Non,378,0,0,0,0,0,0,2,0
379,nuestro,nuestro,nuestro,ø,nuestro,nuestro,nuestro,nuestro,3,glose,Non, Non,379,1,1,1,0,1,1,1,1
380,los,ø,los,los,los,los,los,los,3,glose,Non, Non,380,1,0,1,1,1,1,1,1
381,que,que,ø,ø,ø,ø,ø,que,3,glose,Non, Non,381,2,2,0,0,0,0,0,2
382,ø,se,ø,ø,ø,se,ø,se,3,glose,Non, Non,382,0,2,0,0,0,2,0,2
383,en,ø,ø,en,ø,en,en,en,3,glose,Non, Non,383,2,0,0,2,0,2,2,2
384,muy,ø,muy,muy,ø,muy,muy,muy,3,glose,Non, Non,384,2,0,2,2,0,2,2,2
385,a,ø,a,a,ø,ø,a,ø,3,glose,Non, Non,385,2,0,2,2,0,0,2,0
386,ø,ø,ø,ø,ø,todas,ø,ø,3,glose,Non, Non,386,0,0,0,0,0,2,0,0
387,ø,ø,ø,ø,ø,el,ø,el,3,glose,Non, Non,387,0,0,0,0,0,2,0,2
388,libro,libro,libro,ø,libro,libro,libro,libro,3,glose,Non, Non,388,1,1,1,0,1,1,1,1
389,a,xii,a,xij°,ø,xii,a,xii°,3,glose,Non, Non,389,2,1,2,4,0,1,2,4
390,ø,de,ø,ø,de,de,ø,de,3,glose,Non, Non,390,0,1,0,0,1,1,0,1
391,en,en,en,ø,en,en,en,en,3,glose,Non, Non,391,1,1,1,0,1,1,1,1
392,ø,ø,ø,ø,ø,condiçiones,ø,condiçiones,3,glose,Oui, Non,392,0,0,0,0,0,2,0,2
393,que,que,que,que,que,que,que,ø,3,glose,Non, Non,393,1,1,1,1,1,1,1,0
394,ø,ø,ø,ø,ø,ø,ø,ý,3,glose,Non, Non,394,0,0,0,0,0,0,0,2
395,ø,ø,ø,ø,ø,que,ø,que,3,glose,Non, Non,395,0,0,0,0,0,2,0,2
396,ø,ø,ø,ø,ø,echadas,ø,ø,3,glose,Non, Non,396,0,0,0,0,0,2,0,0
397,e,e,ø,e,e,e,e,e,3,glose,Non, Non,397,1,1,0,1,1,1,1,1
398,ø,echadas,ø,ø,ø,echadas,ø,ø,3,glose,Non, Non,398,0,2,0,0,0,2,0,0
399,ø,ø,ø,ø,de,ø,ø,ø,3,glose,Non, Non,399,0,0,0,0,1,0,0,0
400,mugeres,mugeres,mugeres,mugeres,mugeres,ø,mugeres,mugeres,3,glose,Non, Non,400,1,1,1,1,1,0,1,1
401,ø,ø,ø,que,ø,que,ø,que,3,glose,Non, Non,401,0,0,0,2,0,2,0,2
402,ø,fueron,ø,fueron,fueron,fueron,ø,fueron,3,glose,Non, Non,402,0,1,0,1,1,1,0,1
403,muy,muy,muy,ø,muy,muy,muy,muy,3,glose,Non, Non,403,1,1,1,0,1,1,1,1
404,Ca,ca,ca,e,ø,Ca,Ca,ca,3,glose,Non, Non,404,1,1,1,3,0,1,1,1
405,ø,ø,ø,ø,,ø,ø,ø,3,glose,Non, Non,405,0,0,0,0,1,0,0,0
406,todos,todos,todos,todos,ø,ø,todos,todos,3,glose,Non, Non,406,2,2,2,2,0,0,2,2
407,muy,ø,muy,muy,muy,muy,muy,muy,3,glose,Non, Non,407,1,0,1,1,1,1,1,1
408,a,a,ø,a,ø,ø,a,ø,3,glose,Non, Non,408,2,2,0,2,0,0,2,0
409,ø,ø,ø,ø,ø,ø,todos,ø,3,glose,Non, Non,409,0,0,0,0,0,0,2,0
410,a,a,a,a,a,ø,a,a,3,glose,Non, Non,410,1,1,1,1,1,0,1,1
411,ø,ø,ø,ø,ø,ø,se,ø,3,glose,Non, Non,411,0,0,0,0,0,0,2,0
412,buenos,buenos,buenos,buenos,buenos,ø,buenos,ø,4,,Non, Non,412,1,1,1,1,1,0,1,0
413,ø,ø,ø,ø,ø,ø,se,ø,4,,Non, Non,413,0,0,0,0,0,0,2,0
414,ø,ø,ø,ø,ø,ø,llamar,ø,4,,Non, Non,414,0,0,0,0,0,0,2,0
415,ø,ø,ø,ø,ø,conviene,ø,conviene,4,traduction,Oui, Non,415,0,0,0,0,0,2,0,2
416,ø,el,el,el,el,el,el,el,4,traduction,Non, Non,416,0,1,1,1,1,1,1,1
417,ø,ferir,ø,ø,ø,ø,ø,ø,4,traduction,Non, Non,417,0,2,0,0,0,0,0,0
418,les,les,les,les,ø,les,les,les,4,traduction,Non, Non,418,2,2,2,2,0,2,2,2
419,bien,bien,ø,bien,bien,bien,bien,bien,4,traduction,Non, Non,419,1,1,0,1,1,1,1,1
420,ø,ø,ø,ø,ø,muy,ø,ø,4,traduction,Non, Non,420,0,0,0,0,0,2,0,0
421,apenas,apenas,apenas,apenas,apenas,ø,apenas,apenas,4,traduction,Non, Non,421,1,1,1,1,1,0,1,1
422,ø,ø,ø,ø,e,ø,ø,ø,4,traduction,Non, Non,422,0,0,0,0,1,0,0,0
423,de,de,de,de,ø,de,de,de,4,traduction,Non, Non,423,2,2,2,2,0,2,2,2
424,ø,que,ø,ø,que,ø,ø,ø,4,traduction,Non, Non,424,0,1,0,0,1,0,0,0
425,de,de,de,de,ø,ø,de,de,4,traduction,Non, Non,425,2,2,2,2,0,0,2,2
426,muy,ø,ø,muy,ø,ø,muy,ø,4,traduction,Non, Non,426,2,0,0,2,0,0,2,0
427,e,e,e,e,ø,e,e,e,4,traduction,Non, Non,427,2,2,2,2,0,2,2,2
428,por,por,ø,por,por,por,por,por,4,traduction,Non, Non,428,1,1,0,1,1,1,1,1
429,ø,ø,ø,ø,ø,non,ø,ø,4,traduction,Non, Non,429,0,0,0,0,0,2,0,0
430,les,les,les,les,ø,les,les,les,4,traduction,Non, Non,430,2,2,2,2,0,2,2,2
431,de,ø,de,de,ø,ø,de,ø,4,traduction,Non, Non,431,2,0,2,2,0,0,2,0
432,el,el,el,el,el,ø,el,ø,4,traduction,Non, Non,432,1,1,1,1,1,0,1,0
433,ø,ø,ø,ø,que,ø,ø,ø,4,traduction,Non, Non,433,0,0,0,0,1,0,0,0
434,ø,ø,ø,de,ø,ø,ø,ø,4,traduction,Non, Non,434,0,0,0,2,0,0,0,0
435,ø,ø,ø,ø,morir,ø,ø,ø,4,traduction,Non, Non,435,0,0,0,0,1,0,0,0
436,ø,ø,ø,ø,el,ø,ø,ø,4,traduction,Non, Non,436,0,0,0,0,1,0,0,0
437,es,es,es,es,es,es,es,ø,4,traduction,Non, Non,437,1,1,1,1,1,1,1,0
438,ø,ø,ø,ø,de,ø,ø,ø,4,traduction,Non, Non,438,0,0,0,0,1,0,0,0
439,su,su,su,su,ø,su,su,su,4,traduction,Non, Non,439,2,2,2,2,0,2,2,2
440,ø,por,ø,ø,por,de,ø,ø,4,traduction,Non, Non,440,0,3,0,0,3,2,0,0
441,es,es,es,es,es,es,es,ø,4,traduction,Non, Non,441,1,1,1,1,1,1,1,0
442,de,ø,de,de,de,de,de,de,4,traduction,Non, Non,442,1,0,1,1,1,1,1,1
443,que,que,que,ø,que,que,que,que,4,traduction,Non, Non,443,1,1,1,0,1,1,1,1
444,ø,la,ø,la,la,ø,ø,la,4,traduction,Non, Non,444,0,1,0,1,1,0,0,1
445,ø,ø,ø,ø,ø,ø,ø,de,4,traduction,Non, Non,445,0,0,0,0,0,0,0,2
446,muy,muy,muy,muy,muy,muy,muy,ø,4,traduction,Non, Non,446,1,1,1,1,1,1,1,0
447,ø,ø,ø,ø,muy,ø,ø,ø,4,traduction,Non, Non,447,0,0,0,0,1,0,0,0
448,la,la,la,ø,la,la,la,la,4,traduction,Non, Non,448,1,1,1,0,1,1,1,1
449,ø,a,ø,ø,ø,ø,ø,ø,4,traduction,Non, Non,449,0,2,0,0,0,0,0,0
450,lidiadores,lidiadores,lidiadores,lidiadores,ø,lidiadores,lidiadores,lidiadores,4,traduction,Non, Non,450,2,2,2,2,0,2,2,2
451,deuen,deven,de,de,deven,deven,ø,deven,4,traduction,Non, Non,451,1,1,3,3,1,1,0,1
452,ø,ø,ø,ø,ø,el,ø,el,4,traduction,Non, Non,452,0,0,0,0,0,2,0,2
453,de,ø,de,de,que,que,de,que,4,traduction,Non, Non,453,3,0,3,3,1,1,3,1
454,a,a,a,a,ø,a,a,a,4,glose,Non, Non,454,2,2,2,2,0,2,2,2
455,a,a,a,a,ø,a,a,a,4,glose,Non, Non,455,2,2,2,2,0,2,2,2
456,ø,ø,a,ø,ø,ø,ø,ø,4,glose,Non, Non,456,0,0,2,0,0,0,0,0
457,en,ø,en,en,en,en,en,en,4,glose,Non, Non,457,1,0,1,1,1,1,1,1
458,ø,ø,ø,ø,ø,ø,se,ø,4,glose,Non, Non,458,0,0,0,0,0,0,2,0
459,e,e,e,e,e,ø,e,e,4,glose,Non, Non,459,1,1,1,1,1,0,1,1
460,ø,ø,ø,ø,ø,con,ø,ø,4,glose,Non, Non,460,0,0,0,0,0,2,0,0
461,ø,ø,ø,ø,a,a,ø,ø,4,glose,Non, Non,461,0,0,0,0,1,1,0,0
462,mayormente,mayormente,mayormente,mayormente,mayormente,ø,mayormente,mayormente,4,glose,Non, Non,462,1,1,1,1,1,0,1,1
463,la,la,la,la,la,ø,la,la,4,glose,Non, Non,463,1,1,1,1,1,0,1,1
464,ø,ø,ø,ø,non,ø,ø,ø,4,glose,Non, Non,464,0,0,0,0,1,0,0,0
465,las,las,ø,las,las,las,las,las,4,glose,Non, Non,465,1,1,0,1,1,1,1,1
466,ø,ø,ø,ø,ø,enperador,ø,ø,4,glose,Non, Non,466,0,0,0,0,0,2,0,0
467,ø,de,ø,ø,de,de,ø,de,4,glose,Non, Non,467,0,1,0,0,1,1,0,1
468,tiro,ø,tiro,tiro,tiro,tiro,tiro,ø,4,glose,Non, Non,468,1,0,1,1,1,1,1,0
469,ø,ø,ø,ø,ø,toda,ø,ø,4,glose,Non, Non,469,0,0,0,0,0,2,0,0
470,toda,toda,ø,toda,ø,ø,toda,toda,4,glose,Non, Non,470,2,2,0,2,0,0,2,2
471,ø,ante,ante,ante,ante,ø,ante,ø,4,glose,Non, Non,471,0,1,1,1,1,0,1,0
472,ante,ø,ø,ø,ø,ante,ø,ø,4,glose,Non, Non,472,2,0,0,0,0,2,0,0
473,ø,cosa,ø,cosa,cosa,cosa,ø,cosa,4,glose,Non, Non,473,0,1,0,1,1,1,0,1
474,los,ø,los,los,los,los,los,los,4,glose,Non, Non,474,1,0,1,1,1,1,1,1
475,los,ø,ø,ø,ø,ø,ø,ø,4,glose,Non, Non,475,2,0,0,0,0,0,0,0
476,que,que,ø,que,que,que,que,que,4,glose,Non, Non,476,1,1,0,1,1,1,1,1
477,si,sý,sí,sí,sí,e,ø,ø,4,glose,Non, Non,477,1,3,3,3,3,4,0,0
478,a,capítulo,a,ø,capítulo,capítulo,a,capítulo,4,glose,Non, Non,478,2,1,2,0,1,1,2,1
479,ø,ø,ø,ø,ø,de,ssi,e,4,glose,Non, Non,479,0,0,0,0,0,3,1,4
480,a,a,a,a,ø,a,a,ø,4,glose,Non, Non,480,2,2,2,2,0,2,2,0
481,a,ø,a,a,a,a,a,ø,4,glose,Non, Non,481,1,0,1,1,1,1,1,0
482,por,por,por,por,ø,por,por,por,4,glose,Non, Non,482,2,2,2,2,0,2,2,2
483,por,por,por,por,ø,por,por,por,4,glose,Non, Non,483,2,2,2,2,0,2,2,2
484,por,por,ø,ø,por,ø,ø,por,4,glose,Non, Non,484,1,1,0,0,1,0,0,1
485,ø,que,porque,porque,que,porque,porque,que,4,glose,Non, Non,485,0,1,3,3,1,3,3,1
486,ø,ø,ø,ø,ø,ø,y,ø,4,glose,Non, Non,486,0,0,0,0,0,0,2,0
487,ø,ø,ø,ø,ø,ø,ø,de,4,glose,Non, Non,487,0,0,0,0,0,0,0,2
488,ø,ø,ø,ø,ø,ø,ø,de,4,glose,Non, Non,488,0,0,0,0,0,0,0,2
489,ø,ø,ø,ø,ø,faze,ø,fázele,4,glose,Non, Non,489,0,0,0,0,0,1,0,3
490,ø,se,ø,ø,ø,ø,ø,ø,4,glose,Non, Non,490,0,2,0,0,0,0,0,0
491,peor,,peor,peor,ø,peor,peor,peor,4,glose,Non, Non,491,2,2,2,2,0,2,2,2
492,ø,nada,ø,ø,nada,ø,ø,ø,4,glose,Non, Non,492,0,1,0,0,1,0,0,0
493,que,que,que,que,ø,que,que,que,4,glose,Non, Non,493,2,2,2,2,0,2,2,2
494,ø,ø,ø,ø,e,ø,ø,ø,4,glose,Non, Non,494,0,0,0,0,1,0,0,0
495,a,ø,ø,ø,ø,ø,a,ø,4,glose,Non, Non,495,2,0,0,0,0,0,2,0
496,a,ø,a,a,ø,que,a,que,4,glose,Non, Non,496,2,0,2,2,0,1,2,1
497,que,que,que,que,que,ø,que,que,4,glose,Non, Non,497,1,1,1,1,1,0,1,1
498,se,se,se,se,se,se,ø,se,4,glose,Non, Non,498,1,1,1,1,1,1,0,1
499,ø,ø,se,ø,ø,ø,se,ø,4,glose,Non, Non,499,0,0,2,0,0,0,2,0
500,ø,ellos,ø,ø,ellos,ø,ø,ellos,4,glose,Non, Non,500,0,1,0,0,1,0,0,1
501,que,que,ø,que,ø,que,que,que,4,glose,Non, Non,501,2,2,0,2,0,2,2,2
502,que,que,que,que,ø,que,que,ø,4,glose,Non, Non,502,2,2,2,2,0,2,2,0
503,muy,muy,muy,ø,ø,muy,muy,muy,4,glose,Non, Non,503,2,2,2,0,0,2,2,2
504,ø,la,ø,ø,la,la,ø,la,4,glose,Non, Non,504,0,1,0,0,1,1,0,1
505,ø,les,ø,ø,les,les,ø,les,4,glose,Non, Non,505,0,1,0,0,1,1,0,1
506,que,que,que,que,que,que,ø,que,4,glose,Non, Non,506,1,1,1,1,1,1,0,1
507,ø,ø,ø,ø,ø,quarto,ø,ø,4,glose,Non, Non,507,0,0,0,0,0,2,0,0
508,los,ø,los,ø,ø,ø,los,ø,4,glose,Non, Non,508,2,0,2,0,0,0,2,0
509,ø,ø,dicho,ø,ø,ø,ø,ø,4,glose,Non, Non,509,0,0,2,0,0,0,0,0
510,ø,ø,ø,tiró,ø,ø,ø,ø,4,glose,Non, Non,510,0,0,0,2,0,0,0,0
511,ø,a,ø,ø,a,a,ø,a,4,glose,Non, Non,511,0,1,0,0,1,1,0,1
512,son,son,son,son,ø,son,son,son,4,glose,Non, Non,512,2,2,2,2,0,2,2,2
513,ø,ø,ø,de,ø,de,ø,de,4,glose,Non, Non,513,0,0,0,2,0,2,0,2
514,que,que,que,que,que,que,que,ø,4,glose,Non, Non,514,1,1,1,1,1,1,1,0
515,ø,ø,ø,ø,a,ø,ø,ø,4,glose,Non, Non,515,0,0,0,0,1,0,0,0
516,bien,bien,ø,bien,bien,bien,bien,bien,4,glose,Non, Non,516,1,1,0,1,1,1,1,1
517,ø,Utero,ø,Breronomj,ø,ø,ø,ø,4,glose,Non, Non,517,0,1,0,3,0,0,0,0
518,todos,todos,todos,todos,todos,ø,todos,todos,4,glose,Non, Non,518,1,1,1,1,1,0,1,1
519,todos,todos,todos,todos,todos,ø,todos,todos,4,glose,Non, Non,519,1,1,1,1,1,0,1,1
520,que,ø,ø,ø,ø,ø,ø,ø,4,glose,Non, Non,520,2,0,0,0,0,0,0,0
