Index,Mad_A,Mad_B,Mad_G,Sal_J,Esc_Q,Sev_R,Sev_Z,Phil_U,Chapitre, Type, Conserver, Revoir,Index,A,B,G,J,Q,R,Z,U,Notes,Index
229,Ca,ca,ca,ca,ca,ca,Ca,por,2,traduction,Non, Non,229,1,1,1,1,1,1,1,2,,229
230,suerte,arte,suerte,suerte,arte,los,suerte,los,2,traduction,Oui, Non,230,1,3,1,1,3,2,1,2,,230
231,les,les,les,los,les,les,les,les,2,traduction,Non, Non,231,1,1,1,2,1,1,1,1,,231
232,hauer,tener,aver,aver,tener,aver,auer,aver,2,traduction,Non, Non,232,2,1,2,2,1,2,2,2,,232
233,suelen,usan,suelen,suelen,,suelen,suelen,suelen,2,traduction,Oui, Non,233,2,1,2,2,1,2,2,2,,233
234,las,sus,las,las,sus,sus,las,sus,2,traduction,Non, Non,234,2,1,2,2,1,1,2,1,,234
235,o,e,o,o,e,o,o,e,2,traduction,Non, Non,235,2,1,2,2,1,2,2,1,,235
236,o,e,o,ø,e,o,o,e,2,traduction,Non, Non,236,2,1,2,0,1,2,2,1,,236
237,aguias,agujas,agujas,ø,ø,agujas,agujas,agujas,2,traduction,Oui, Non,237,1,2,2,0,0,2,2,2,,237
238,aguia,aguja,aguja,aguja,aguja,aguja,aguja,aguja,2,traduction,Non, Non,238,2,1,1,1,1,1,1,1,,238
239,lança,lança,lança,lançeta,lança,lança,lança,lança,2,traduction,Non, Non,239,1,1,1,2,1,1,1,1,,239
240,e,e,e,e,e,o,e,e,2,traduction,Non, Non,240,1,1,1,1,1,2,1,1,,240
241,a,al,al,al,al,al,al,al,2,traduction,Non, Non,241,2,1,1,1,1,1,1,1,,241
242,esas,estas,esas,esas,estas,estas,essas,estas,2,traduction,Non, Non,242,2,3,2,2,3,3,1,3,,242
243,razones,rrazones,razones,razones,condiçiones,rrazones,razones,razones,2,traduction,Oui, Non,243,2,2,2,2,1,2,2,2,,243
244,apotecarios,apotecarios,apotecarios,apotecarios,boticarios,buticarios,apotecarios,boticarios,2,traduction,Non, Non,244,2,2,2,2,1,1,2,1,,244
245,artes,artes,artes,artes,artes,armas,artes,armas,2,traduction,Oui, Non,245,1,1,1,1,1,2,1,2,,245
246,sus,sus,sus,sus,sus,sus,sus,las,2,traduction,Non, Non,246,1,1,1,1,1,1,1,2,,246
247,Commo,commo,commo,como,como,con,Como,commo,2,traduction,Non, Non,247,2,2,2,2,2,1,2,2,,247
248,en,en,en,en,en,con,en,en,2,traduction,Non, Non,248,1,1,1,1,1,2,1,1,,248
249,ardideza,ardideza,ardideza,ardideza,cadudeza,ardideza,ardideza,ardideza,2,traduction,Non, Non,249,2,2,2,2,1,2,2,2,,249
250,algunas,algunas,algunas,algunas,algunas,algunas,algunas,estas,2,traduction,Non, Non,250,1,1,1,1,1,1,1,2,,250
251,a,para,a,a,para,a,a,a,2,traduction,Non, Non,251,2,1,2,2,1,2,2,2,,251
252,artes,tierras,artes,artes,tierras,artes,artes,artes,2,traduction,Non, Non,252,2,1,2,2,1,2,2,2,,252
253,tomar,conpartir,tomar,tomar,conplir,tomar,tomar,tomar,2,traduction,Oui, Non,253,1,2,1,1,3,1,1,1,,253
254,los,los,los,los,los,los,los,les,2,traduction,Non, Non,254,1,1,1,1,1,1,1,2,,254
255,lid,lid,lid,lit,lid,lidiar,lid,lidiar,2,traduction,Non, Non,255,2,2,2,2,2,1,2,1,,255
256,ferreros,armeros,ferreros,ferreros,armeros,ferreros,ferreros,ferreros,2,traduction,Oui, Non,256,2,1,2,2,1,2,2,2,,256
257,ø,que,ø,ø,que,ø,espaderos,ø,2,traduction,Non, Non,257,0,1,0,0,1,0,2,0,,257
258,lid,lid,lid,lit,lid,lidiar,lid,lidiar,2,traduction,Non, Non,258,2,2,2,2,2,1,2,1,,258
259,E,Mas,Et,E,Mas,Mas,E,Mas,2,glose,Non, Non,259,2,1,3,2,1,1,2,1,,259
260,mostradas,mostradas,mostradas,mesuradas,mostradas,mostradas,mostradas,mostradas,2,glose,Oui, Non,260,1,1,1,2,1,1,1,1,,260
261,han,han,an,han,han,quieren,han,quieren,2,glose,Oui, Non,261,1,1,1,1,1,2,1,2,,261
262,aprender,aprender,aprender,aprender,aprender,deprender,aprender,aprender,2,glose,Non, Non,262,1,1,1,1,1,2,1,1,,262
263,al,ø,al,ø,el,ø,al,ø,2,glose,Non, Non,263,1,0,1,0,2,0,1,0,,263
264,ø,vi,ø,ø,vi,ø,ø,v°,2,glose,Non, Non,264,0,1,0,0,1,0,0,2,,264
265,caualleria,,cavallería,cavallería,cavallería,lid,caualleria,cavallerías,2,glose,Non, Non,265,1,1,1,1,1,3,1,2,,265
266,lid,lid,lid,lid,lid,cavallería,lid,lid,2,glose,Non, Non,266,1,1,1,1,1,2,1,1,,266
267,dize,dize,dize,dize,dize,dize,cuenta,dize,2,glose,Non, Non,267,1,1,1,1,1,1,2,1,,267
268,E,Et,Et,E,e,Ca,E,e,2,glose,Non, Non,268,2,3,3,2,2,1,2,2,,268
269,ø,ø,ø,ø,ø,arte,ø,cavallería,2,glose,Non, Non,269,0,0,0,0,0,2,0,1,,269
270,ø,ø,ø,ø,ø,de,ø,e,2,glose,Non, Non,270,0,0,0,0,0,1,0,2,,270
271,del,del,de,del,del,la,del,desta,2,glose,Non, Non,271,2,2,3,2,2,4,2,1,,271
272,arte,arte,arte,arte,arte,cavallería,arte,arte,2,glose,Non, Non,272,1,1,1,1,1,2,1,1,,272
273,comenco,començó,començó,començó,encomençó,començó,començo,començó,2,glose,Non, Non,273,1,1,1,1,2,1,1,1,,273
274,contra,contra,contra,contra,con,contra,contra,contra,2,glose,Non, Non,274,2,2,2,2,1,2,2,2,,274
275,sienpre,syenpre,sienpre,sienpre,señores,sienpre,siempre,syenpre,2,glose,Oui, Non,275,2,2,2,2,1,2,2,2,,275
276,veno,vino,veno,veno,fue,veno,vino,venía,2,glose,Non, Non,276,1,1,1,1,3,1,1,2,,276
277,desto,desto,deste,desto,desto,Desto,desto,Desta,2,glose,Non, Non,277,4,4,1,4,4,2,4,3,,277
278,trogo,Trogo,Trogo,Trogo,Trogo,Trogo,Trogo,Trego,2,glose,Non, Non,278,2,2,2,2,2,2,2,1,,278
279,enel,en,en,en,en,en,en,en,2,glose,Non, Non,279,2,1,1,1,1,1,1,1,,279
280,onzeno,xi,honzeno,xi°,xi,xvi°,onzeno,xvi°,2,glose,Non, Non,280,2,2,3,4,2,1,2,1,,280
281,esta,esta,esta,esta,esta,aquesta,esta,esta,2,glose,Non, Non,281,1,1,1,1,1,2,1,1,,281
282,primera,primera,primera,primera,primera,prima,primera,primera,2,glose,Non, Non,282,1,1,1,1,1,2,1,1,,282
283,por,con,por,con,con,con,por,con,2,glose,Non, Non,283,2,1,2,1,1,1,2,1,,283
284,omme,omne,omne,omne,omne,omne,omme,de,2,glose,Non, Non,284,2,2,2,2,2,2,2,1,,284
285,mas,nin,mas,mas,nin,mas,mas,mas,2,glose,Non, Non,285,2,1,2,2,1,2,2,2,,285
286,sesenta,lx,sesenta,sessenta,treynta,sesenta,sesenta,sesenta,2,glose,Non, Non,286,1,1,1,2,3,1,1,1,,286
287,anos,años,años,años,años,años,años,años,2,glose,Non, Non,287,2,1,1,1,1,1,1,1,,287
288,veye,veýe,veýa,via,veýa,veýa,veya,vía,2,glose,Non, Non,288,2,2,2,1,2,2,2,1,,288
289,ordenada,ordenada,ordenada,ordenada,ordenada,armada,ordenada,armada,2,glose,Oui, Non,289,1,1,1,1,1,2,1,2,,289
290,tenia,avié,tenía,tenía,avía,avía,tenia,avía,2,glose,Oui, Non,290,3,1,3,3,2,2,3,2,,290
291,pies,pies,pies,pies,pies,bienes,pies,pies,2,glose,Oui, Non,291,1,1,1,1,1,2,1,1,,291
292,la,la,la,la,la,la,la,al,2,glose,Non, Non,292,1,1,1,1,1,1,1,2,,292
293,vençedor,vençedor,vençedor,vençedor,vençedor,vençedor,vencidor,vençedor,2,glose,Non, Non,293,1,1,1,1,1,1,2,1,,293
294,auentura,aventura,aventura,aventura,aventura,ventura,auentura,aventura,2,glose,Non, Non,294,1,1,1,1,1,2,1,1,,294
295,otros,otros,otros,otros,otros,omnes,otros,omnes,2,glose,Non, Non,295,1,1,1,1,1,2,1,2,,295
296,bien,bien,bien,buen,bien,bien,bien,bien,2,glose,Non, Non,296,1,1,1,2,1,1,1,1,,296
297,desta,desta,desta,desta,desta,della,desta,desta,2,glose,Non, Non,297,1,1,1,1,1,2,1,1,,297
298,para,por,para,por,por,por,para,por,2,glose,Non, Non,298,2,1,2,1,1,1,2,1,,298
299,e,o,e,e,o,e,e,e,2,glose,Non, Non,299,2,1,2,2,1,2,2,2,,299
300,caualleros,cavalleros,cavalleros,cavalleros,cavalleros,cavalleros,caualleros,cavallos,2,glose,Oui, Non,300,2,2,2,2,2,2,2,1,,300
301,suso,suso,sus,suso,suso,suso,suso,suso,2,glose,Non, Non,301,1,1,2,1,1,1,1,1,,301
302,a,a,a,a,a,a,a,ca,2,glose,Non, Non,302,1,1,1,1,1,1,1,2,,302
303,E,Ca,Et,E,e,Et,E,e,2,glose,Non, Non,303,2,1,3,2,2,3,2,2,,303
304,dellos,dellos,dellos,dellos,dellos,,dellos,dellos,2,glose,Non, Non,304,1,1,1,1,1,2,1,1,,304
305,cometan,cometan,cometan,acometan,acometan,acometan,cometan,acometan,2,glose,Non, Non,305,2,2,2,1,1,1,2,1,,305
306,ella,ella,ella,ella,ella,ella,ella,ello,2,glose,Non, Non,306,1,1,1,1,1,1,1,2,,306
307,apareio,aparejo,apajo,aparejo,aparejo,aparejo,aparejo,aparejo,2,glose,Non, Non,307,2,1,1,1,1,1,1,1,,307
308,este,este,este,este,este,este,este,está,2,glose,Non, Non,308,1,1,1,1,1,1,1,2,,308
309,aparado,aparado,aparejo,apurado,aparado,aparejado,aparado,aparejado,2,glose,Non, Non,309,4,4,1,3,4,2,4,2,,309
310,apareio,aparejado,aparejamiento,aparejo,aparejado,aparejo,aparejo,aparezejo,2,glose,Non, Non,310,1,4,2,1,4,1,1,3,,310
311,o,e,e,o,e,o,o,o,2,glose,Non, Non,311,2,1,1,2,1,2,2,2,,311
312,despensas,espensas,despensas,espensas,espensas,despensas,despensas,despensas,2,glose,Non, Non,312,2,1,2,1,1,2,2,2,,312
313,ora,hora,ora,ora,ora,ora,hora,otra,2,glose,Non, Non,313,1,1,1,1,1,1,1,2,,313
314,de,de,de,de,de,del,de,de,2,glose,Non, Non,314,1,1,1,1,1,2,1,1,,314
315,que,que,que,que,ø,et,que,que,2,glose,Non, Non,315,2,2,2,2,0,1,2,2,,315
316,ponerse,ponerse,ponerse,ponerse,ø,ponerse,ponerse,poner,2,glose,Non, Non,316,2,2,2,2,0,2,2,1,,316
317,que,que,que,que,e,que,que,que,2,glose,Non, Non,317,2,2,2,2,1,2,2,2,,317
318,lo,le,lo,los,lo,lo,lo,lo,2,glose,Non, Non,318,2,1,2,3,2,2,2,2,,318
319,officio,Ofiçio,ofiçio,ofiçio,ofiçio,ofiçio,oficio,ofiçio,2,glose,Non, Non,319,2,1,2,2,2,2,2,2,,319
320,los,muchos,los,los,muchos,los,los,los,2,glose,Non, Non,320,2,1,2,2,1,2,2,2,,320
321,lidiadores,lidiadores,lidiadores,lidiadores,lidiadores,lidiadores,lidiadores,non,2,glose,Non, Non,321,1,1,1,1,1,1,1,2,,321
322,flaqueza,flaqueza,franqueza,flaqueza,flaqueza,flaqueza,flaqueza,flaqueza,2,glose,Oui, Non,322,1,1,2,1,1,1,1,1,,322
323,nin,nin,nin,nin,mas,nin,ni,nin,2,glose,Non, Non,323,2,2,2,2,1,2,2,2,,323
324,tomar,tomar,tomar,tomar,tomar,tomar,tomar,tornar,2,glose,Oui, Non,324,1,1,1,1,1,1,1,2,,324
325,de,del,del,de,del,de,del,de,2,glose,Non, Non,325,2,1,1,2,1,2,1,2,,325
326,desmesurada,desmesurada,desmesurada,desmesurada,desmesurada,desordenada,desmesurada,desordenada,2,glose,Oui, Non,326,1,1,1,1,1,2,1,2,,326
327,el,a,al,al,a,al,el,al,2,glose,Non, Non,327,3,1,2,2,1,2,3,2,,327
328,e,e,e,e,o,e,e,e,2,glose,Non, Non,328,2,2,2,2,1,2,2,2,,328
329,e,e,e,e,o,e,e,e,2,glose,Non, Non,329,2,2,2,2,1,2,2,2,,329
330,reyes,rreyes,reyes,rayos,ø,rreyes,reyes,reyes,2,glose,Oui, Non,330,1,1,1,2,0,1,1,1,,330
331,todo,todo,todo,todo,todo,canpo,todo,canpo,2,glose,Non, Non,331,1,1,1,1,1,2,1,2,,331
332,temer,temer,temer,temer,temer,temer,temer,tener,2,glose,Oui, Non,332,1,1,1,1,1,1,1,2,,332
333,e,e,e,e,e,e,e,o,2,glose,Non, Non,333,1,1,1,1,1,1,1,2,,333
334,les,les,les,les,las,les,les,les,2,glose,Non, Non,334,2,2,2,2,1,2,2,2,,334
335,ø,ø,ø,quales,ø,que,ø,ø,2,glose,Non, Non,335,0,0,0,2,0,1,0,0,,335
336,ø,ø,ø,se,ø,les,ø,ø,2,glose,Non, Non,336,0,0,0,1,0,2,0,0,,336
337,ø,ø,ø,quier,ø,cuentan,ø,ø,2,glose,Non, Non,337,0,0,0,2,0,1,0,0,,337
338,començar,començar,començar,començar,començar,començar,començar,cometer,2,glose,Oui, Non,338,1,1,1,1,1,1,1,2,,338
339,guerras,guerras,guerras,nueuas,guerras,guerras,guerras,guerras,2,glose,Oui, Non,339,1,1,1,2,1,1,1,1,,339
340,quinto,v°,v°,quinto,quinto,quinto,v,v°,2,glose,Non, Non,340,1,2,2,1,1,1,2,2,,340
341,vsadas,usadas,usadas,usadas,guisadas,usadas,vsadas,usadas,2,glose,Oui, Non,341,2,2,2,2,1,2,2,2,,341
342,por,por,por,por,por,por,por,porque,2,glose,Non, Non,342,1,1,1,1,1,1,1,2,,342
343,que,que,que,E,que,que,que,que,2,glose,Non, Non,343,1,1,1,2,1,1,1,1,,343
344,entorpescan,,entorpescan,entorpescan,entorpezca,entorpesca,entorpezcan,entorpezca,2,glose,Non, Non,344,4,5,4,4,1,3,2,1,,344
345,officio,ofiçio,ofiçio,ofiçio,ofiçio,ofiçio,officio,ofiçio,2,glose,Non, Non,345,2,1,1,1,1,1,2,1,,345
346,venga,vengan,venga,venga,venga,vengan,venga,vengan,2,glose,Non, Non,346,1,2,1,1,1,2,1,2,,346
347,amonestarlos,amonestarlos,amonestarlos,amonestarlos,amonestarlos,amonestarles,amonestarlos,amonestarlos,2,glose,Non, Non,347,1,1,1,1,1,2,1,1,,347
348,en,en,en,en,a,en,en,en,2,glose,Non, Non,348,2,2,2,2,1,2,2,2,,348
349,e,o,e,e,ø,et,e,e,2,glose,Non, Non,349,1,3,1,1,0,2,1,1,,349
350,seteno,vii°,vii°,vii°,vii°,sétimo,vij,vii°,2,glose,Non, Non,350,1,3,3,3,3,2,2,3,,350
351,los,los,os,los,los,los,los,los,2,glose,Non, Non,351,1,1,2,1,1,1,1,1,,351
352,primeros,primeros,primeros,primeros,primeros,primero,primeros,primeros,2,glose,Non, Non,352,1,1,1,1,1,2,1,1,,352
353,cometedores,acometedores,cometedores,cometedores,acometedores,acometedores,cometedores,acometedores,2,glose,Non, Non,353,2,1,2,2,1,1,2,1,,353
354,dellos,de,de,de,de,de,de,de,2,glose,Non, Non,354,2,1,1,1,1,1,1,1,,354
355,caer,caher,caer,caer,caer,traer,caer,caer,2,glose,Oui, Non,355,1,1,1,1,1,2,1,1,,355
356,afincados,afyncados,afyncados,afincados,afincados,afyncados,afincados,afincados,2,glose,Non, Non,356,1,2,2,1,1,2,1,1,,356
357,los,los,los,los,los,les,los,los,2,glose,Non, Non,357,1,1,1,1,1,2,1,1,,357
358,acorrer,acorrer,acorrer,acorrer,correr,acorrer,acorrer,acorrer,2,glose,Non, Non,358,2,2,2,2,1,2,2,2,,358
359,ochauo,viii°,viii°,viii°,viii°,octavo,viij,viii°,2,glose,Non, Non,359,1,2,2,2,2,2,2,2,,359
360,officio,ofiçio,ofiçio,ofiçio,ofiçio,ofiçio,officio,ofiçio,2,glose,Non, Non,360,2,1,1,1,1,1,2,1,,360
361,ouieren,ovieren,ovieren,ovieren,bieren,ovieren,ouieren,oviere,2,glose,Non, Non,361,3,3,3,3,1,3,3,2,,361
362,dellos,de,de,de,de,ø,de,de,2,glose,Non, Non,362,2,1,1,1,1,0,1,1,,362
363,auer,aver,aver,aver,aver,averlos,auer,aver,2,glose,Non, Non,363,3,2,2,2,2,1,3,2,,363
364,subiectos,subjetos,subgebtos,súbditos,sojebtos,sujeptos,subiectos,subjectos,2,glose,Non, Non,364,1,1,1,2,1,1,1,1,,364
365,noueno,ix°,ix°,ix°,ix,noveno,.ix.,ix°,2,glose,Non, Non,365,2,1,1,1,1,2,1,1,,365
366,offiçio,ofiçio,ofiçio,ofiçio,ofiçio,,officio,ofiçio,2,glose,Non, Non,366,1,1,1,1,1,1,1,1,,366
367,a,a,a,a,a,de,a,a,2,glose,Non, Non,367,1,1,1,1,1,2,1,1,,367
368,virtud,virtud,victoria,virtut,virtud,virtud,virtud,virtud,2,glose,Non, Non,368,1,1,2,1,1,1,1,1,,368
369,dicho,de,dicho,dicho,fecho,dicho,dicho,dicho,2,glose,Non, Non,369,3,2,3,3,1,3,3,3,,369
370,do,do,do,do,do,Do,Do,do,2,glose,Non, Non,370,1,1,1,1,1,2,2,1,,370
371,aducho,aderecho,aducho,leuado,aderecho,aducho,aducho,aducho,2,glose,Non, Non,371,3,2,3,1,2,3,3,3,,371
372,enbiaronlo,enbiáronle,enbiaronlo,enbiaronlo,enbiaronlo,enbiaronlo,embiaronlo,enbiaron,2,glose,Non, Non,372,2,1,2,2,2,2,2,3,,372
373,fuese,fuese,fuese,fuese,fuese,fiziese,fuesse,fiziese,2,glose,Oui, Non,373,3,3,3,3,3,2,1,2,,373
374,tornase,torrnase,tornase,tornasse,tornase,tomase,tornasse,tornase,2,glose,Oui, Non,374,2,2,2,2,2,1,2,2,,374
375,enel,en,ø,en,en,ø,en,ø,2,glose,Non, Non,375,2,1,0,1,1,0,1,0,,375
376,conseio,concejo,ø,consejo,consejo,ø,consejo,ø,2,glose,Non, Non,376,1,2,0,1,1,0,1,0,,376
377,quando,quandol,quando,quando,quando,quando,quando,quando,2,glose,Non, Non,377,1,2,1,1,1,1,1,1,,377
378,antigos,amigos,amigos,amigos,amigos,amigos,amigos,amigos,2,glose,Oui, Non,378,2,1,1,1,1,1,1,1,,378
379,e,e,Et,E,mas,Et,e,e,2,glose,Non, Non,379,2,2,3,2,1,3,2,2,,379
380,tornar,tornar,tornar,tornar,tomar,tornar,tornar,tornar,2,glose,Oui, Non,380,2,2,2,2,1,2,2,2,,380
381,do,do,do,do,do,ø,que,do,3,,Non, Non,381,2,2,2,2,2,0,1,2,,381
382,muestra,muestra,muestra,muestra,muestra,ø,demuestra,muestra,3,,Non, Non,382,1,1,1,1,1,0,2,1,,382
383,de,e,de,de,de,de,de,de,3,,Non, Non,383,1,2,1,1,1,1,1,1,,383
384,acostunbrar,acostunbrar,acostunbrar,acostunbrar,costunbrar,acostunbrar,acostunbrar,acostunbrar,3,,Non, Non,384,2,2,2,2,1,2,2,2,,384
385,de,de,de,de,de,de,de,dellas,3,,Non, Non,385,1,1,1,1,1,1,1,2,,385
386,ø,ø,ø,ø,en,ø,ø,Saber,3,traduction,Non, Non,386,0,0,0,0,2,0,0,1,,386
387,ø,ø,ø,ø,conosçer,notar,ø,devedes,3,traduction,Non, Non,387,0,0,0,0,2,3,0,1,,387
388,comencamos,començamos,començan,,començamos,començamos,començamos,començamos,3,traduction,Non, Non,388,3,1,2,3,1,1,1,1,,388
389,con,en,con,en,con,con,con,con,3,traduction,Non, Non,389,1,2,1,2,1,1,1,1,,389
390,al,a,al,a,a,a,al,a,3,traduction,Non, Non,390,2,1,2,1,1,1,2,1,,390
391,rey,rrey,rey,rey,que,rrey,rey,rey,3,traduction,Non, Non,391,1,1,1,1,2,1,1,1,,391
392,Conujene,deve,conviene,deve,deve,deve,conuiene,deve,3,traduction,Non, Non,392,2,1,2,1,1,1,2,1,,392
393,del,de,del,del,del,de,del,de,3,traduction,Non, Non,393,1,2,1,1,1,2,1,2,,393
394,lidiar,lidiar,lidiar,lidiar,lidiar,lid,lidiar,lidiar,3,traduction,Non, Non,394,1,1,1,1,1,2,1,1,,394
395,Ca,Et,Ca,Ca,e,ca,Ca,Ca,3,traduction,Non, Non,395,1,2,1,1,3,1,1,1,,395
396,el,el,el,el,quel,el,el,el,3,traduction,Non, Non,396,2,2,2,2,1,2,2,2,,396
397,porque,porque,porque,porque,porquel,porque,porque,porquel,3,traduction,Non, Non,397,2,2,2,2,1,2,2,1,,397
398,del,del,del,del,del,del,del,de,3,traduction,Non, Non,398,1,1,1,1,1,1,1,2,,398
399,aprehender,aprender,aprender,aprender,aprender,aprender,aprender,aprender,3,traduction,Non, Non,399,2,1,1,1,1,1,1,1,,399
400,a,de,a,a,de,a,a,a,3,traduction,Non, Non,400,2,1,2,2,1,2,2,2,,400
401,del,del,del,del,del,de,del,de,3,traduction,Non, Non,401,1,1,1,1,1,2,1,2,,401
402,al,el,al,al,el,el,al,el,3,traduction,Non, Non,402,2,1,2,2,1,1,2,1,,402
403,o,o,o,o,o,o,o,e,3,traduction,Non, Non,403,1,1,1,1,1,1,1,2,,403
404,del,del,del,del,del,del,del,de,3,traduction,Non, Non,404,1,1,1,1,1,1,1,2,,404
405,Ca,Ca,Ca,Ca,Ca,Et,Ca,E,3,traduction,Non, Non,405,1,1,1,1,1,2,1,3,,405
406,grant,grant,grant,grant,grant,grande,grand,grave,3,traduction,Non, Non,406,1,1,1,1,1,1,1,2,,406
407,del,del,del,del,del,de,del,de,3,traduction,Non, Non,407,1,1,1,1,1,2,1,2,,407
408,el,el,el,al,el,el,el,el,3,traduction,Non, Non,408,1,1,1,2,1,1,1,1,,408
409,aquellas,las,aquellas,aquellas,las,aquellas,aquellas,aquellas,3,traduction,Non, Non,409,2,1,2,2,1,2,2,2,,409
410,lid,lid,lyd,lid,lid,lidiar,lid,lidiar,3,traduction,Oui, Non,410,1,1,2,1,1,3,1,3,,410
411,vsar,usar,usar,usar,usar,usar,vsar,usar,3,traduction,Non, Non,411,2,1,1,1,1,1,2,1,,411
412,pueden,pueden,pueden,pueden,pueden,pueden,pueden,deven,3,traduction,Oui, Non,412,1,1,1,1,1,1,1,2,,412
413,los,los,los,los,los,los,los,dos,3,traduction,Non, Non,413,1,1,1,1,1,1,1,2,,413
414,biuos,bivos,bivos,biuos,bivos,despiertos,biuos,bivos,3,traduction,Oui, Non,414,2,2,2,2,2,1,2,2,,414
415,despiertos,despiertos,despiertos,despiertos,despiertos,bivos,despiertos,despiertos,3,traduction,Oui, Non,415,1,1,1,1,1,2,1,1,,415
416,corcobados,encorvados,corcobados,coruados,enclinados,corcobados,corcobados,corvados,3,traduction,Oui, Non,416,4,1,4,2,3,4,4,2,,416
417,e,nin,nin,nin,nin,nin,e,nin,3,traduction,Non, Non,417,2,1,1,1,1,1,2,1,,417
418,ynclinados,inclinados,inclinados,inclinados,encorvados,ynclinados,inclinados,ynclinados,3,traduction,Oui, Non,418,2,2,2,2,1,2,2,2,,418
419,Ca,Ca,Ca,ca,ca,Ca,ca,e,3,traduction,Non, Non,419,1,1,1,1,1,1,1,2,,419
420,conosçenlos,conosçen,conosçen,conoçen,conoçe,conosçen,conoscen,conosçen,3,traduction,Non, Non,420,1,3,3,3,2,3,3,3,,420
421,conosçerlos,conosçerlos,conosçerlos,conoçerlos,conosçerlos,conosçer,conoscerlos,conoçerlos,3,traduction,Non, Non,421,2,2,2,2,2,1,2,2,,421
422,carnes,carnes,carnes,carnes,caras,carnes,carnes,carnes,3,traduction,Oui, Non,422,2,2,2,2,1,2,2,2,,422
423,enel,en,en,en,en,en,en,en,3,traduction,Non, Non,423,2,1,1,1,1,1,1,1,,423
424,ochauo,viii°,ochavo,viij°,viii°,viii°,octauo,viii°,3,traduction,Non, Non,424,2,1,1,1,1,1,1,1,,424
425,del,de,del,del,del,de,del,de,3,traduction,Non, Non,425,1,2,1,1,1,2,1,2,,425
426,aprender,aprender,aprender,prender,aprender,aprender,aprender,aprender,3,traduction,Non, Non,426,1,1,1,2,1,1,1,1,,426
427,philosopho,philósopho,philósopho,philósopho,filósofo,poeta,philosopho,poeta,3,traduction,Oui, Non,427,1,1,1,1,1,2,1,2,,427
428,enel,en,en,en,en,en,en,en,3,traduction,Non, Non,428,2,1,1,1,1,1,1,1,,428
429,de,del,del,del,del,del,del,del,3,traduction,Non, Non,429,2,1,1,1,1,1,1,1,,429
430,Ca,en,Ca,Ca,en,Ca,Ca,Ca,3,traduction,Non, Non,430,2,1,2,2,1,2,2,2,,430
431,duras,rrezias,duras,duras,rrezias,duras,duras,duras,3,traduction,Non, Non,431,2,1,2,2,1,2,2,2,,431
432,nervios,mienbros,nervios,neruios,mienbros,nervios,neruios,nervios,3,traduction,Oui, Non,432,1,2,1,1,2,1,1,1,,432
433,bracos,braços,braços,braços,braços,braços,braços,,3,traduction,Non, Non,433,2,1,1,1,1,1,1,2,,433
434,meiores,menester,mejores,mejores,menester,mejores,mejores,mejores,3,traduction,Non, Non,434,2,1,2,2,1,2,2,2,,434
435,lid,lid,lid,lit,lid,lidiar,lid,lid,3,traduction,Non, Non,435,1,1,1,1,1,2,1,1,,435
436,canes,leones,,canes,leones,leones,canes,leones,3,traduction,Oui, Non,436,2,1,2,2,1,1,2,1,,436
437,les,les,les,los,les,les,les,les,3,traduction,Non, Non,437,1,1,1,2,1,1,1,1,,437
438,onde,Onde,Onde,Onde,Onde,Onde,Onde,Onde,3,traduction,Non, Non,438,2,1,1,1,1,1,1,1,,438
439,despiertos,despyertos,despiertos,despiertos,espiertos,despiertos,despiertos,despiertos,3,traduction,Non, Non,439,1,3,1,1,2,1,1,1,,439
440,nerujos,mienbros,nervios,neruios,mienbros,nervios,neruios,nervios,3,traduction,Non, Non,440,1,2,1,1,2,1,1,1,,440
441,luengos,duros,luengos,luengos,duros,luengos,luengos,luengos,3,traduction,Oui, Non,441,2,1,2,2,1,2,2,2,,441
442,condiciones,condiçiones,condiçiones,condiçiones,cosas,condiçiones,condiciones,condiçiones,3,glose,Oui, Non,442,2,2,2,2,1,2,2,2,,442
443,almas,almas,armas,almas,almas,almas,almas,almas,3,glose,Oui, Non,443,1,1,2,1,1,1,1,1,,443
444,ø,dererchas,ø,ø,dichas,muchas,ø,muchas,3,glose,Non, Non,444,0,3,0,0,2,1,0,1,,444
445,mucho,muchos,muchos,muchos,muchos,muchos,muchos,otros,3,glose,Non, Non,445,3,2,2,2,2,2,2,1,,445
446,nin,e,nin,nin,nin,nin,ni,nin,3,glose,Non, Non,446,1,2,1,1,1,1,1,1,,446
447,Ca,ca,Ca,ca,que,ca,Ca,ca,3,glose,Non, Non,447,1,1,1,1,2,1,1,1,,447
448,cuando,quando,quando,quando,quando,quando,quando,quando,3,glose,Non, Non,448,2,1,1,1,1,1,1,1,,448
449,carniça,carniza,carniça,carniça,carniça,comer,carniça,comer,3,glose,Oui, Non,449,2,2,2,2,2,1,2,1,,449
450,desalados,desalados,desalados,desolados,desalados,desalados,desalados,desalados,3,glose,Non, Non,450,1,1,1,2,1,1,1,1,,450
451,conuieneles,conviéneles,conviéneles,conviéneles,conviéneles,les,conuieneles,conviéneles,3,glose,Non, Non,451,2,2,2,2,2,1,2,2,,451
452,de,de,de,de,de,conviene,de,de,3,glose,Non, Non,452,1,1,1,1,1,2,1,1,,452
453,de,de,e,de,de,de,de,de,3,glose,Non, Non,453,1,1,2,1,1,1,1,1,,453
